season,athlete_id,player,team,position,games_played,games_started,minutes_total,mpg,pts_total,ppg,pts_per_40,fgm_total,fga_total,fg_pct,fg3m_total,fg3a_total,fg3_pct,threepar,ftm_total,fta_total,ft_pct,fta_rate,reb_total,rpg,reb_per_40,oreb_total,oreb_pg,oreb_per_40,dreb_total,dreb_pg,dreb_per_40,ast_total,apg,ast_per_40,stl_total,spg,stl_per_40,blk_total,bpg,blk_per_40,tov_total,tovpg,tov_per_40,efg_pct,ts_pct,usage,ast_pct,tov_pct,oreb_pct,dreb_pct,usage_pctile_pos,ts_pctile_pos,efg_pctile_pos,ast_pctile_pos,tov_pctile_pos,oreb_pctile_pos,dreb_pctile_pos,fg3_pctile_pos,ft_pctile_pos,threepar_pctile_pos,fta_rate_pctile_pos
2026,9352190,Halle Van Horn,Ripon,G,26,25,662.433,25.478,269,10.346,16.243,109,219,0.498,4,26,0.154,0.119,47,57,0.825,0.26,164,6.308,9.903,62,2.385,3.744,102,3.923,6.159,45,1.731,2.717,33,1.269,1.993,26,1,1.57,52,2,3.14,0.507,0.551,0.201,0.13,0.176,0.113,0.198,0.499,0.842,0.884,0.422,0.29,0.989,0.968,0.034,0.885,0.073,0.514
2026,9352191,Karsyn Nelson,Ripon,G,27,26,693.467,25.684,257,9.519,14.824,101,253,0.399,9,30,0.3,0.119,46,65,0.708,0.257,96,3.556,5.537,35,1.296,2.019,61,2.259,3.519,53,1.963,3.057,53,1.963,3.057,9,0.333,0.519,51,1.889,2.942,0.417,0.456,0.216,0.141,0.153,0.061,0.113,0.599,0.444,0.444,0.46,0.144,0.82,0.523,0.527,0.571,0.049,0.49
2026,9352192,Sarah Trzinski,Ripon,G,14,0,51.967,3.712,4,0.286,3.079,1,2,0.5,0,0,NA,0,2,4,0.5,2,12,0.857,9.237,9,0.643,6.928,3,0.214,2.309,5,0.357,3.849,1,0.071,0.77,1,0.071,0.77,4,0.286,3.079,0.5,0.532,0.067,0.144,0.515,0.21,0.074,0.001,0.809,0.849,0.506,0.989,1,0.106,NA,0.078,0.002,1
2026,9352193,Kyley Elmblad,Ripon,F,19,0,77.75,4.092,26,1.368,13.376,12,27,0.444,0,0,NA,0,2,4,0.5,0.148,17,0.895,8.746,8,0.421,4.116,9,0.474,4.63,3,0.158,1.543,2,0.105,1.029,0,0,0,4,0.211,2.058,0.444,0.452,0.19,0.072,0.122,0.125,0.149,0.27,0.311,0.514,0.242,0.072,0.757,0.23,NA,0.124,0.081,0.086
2026,11191990,Xiyah Yarbrough,Knox,G,26,0,547.017,21.039,102,3.923,7.459,38,121,0.314,9,37,0.243,0.306,17,31,0.548,0.256,79,3.038,5.777,21,0.808,1.536,58,2.231,4.241,19,0.731,1.389,35,1.346,2.559,3,0.115,0.219,84,3.231,6.142,0.351,0.379,0.172,0.057,0.384,0.046,0.11,0.181,0.116,0.171,0.074,0.977,0.623,0.496,0.284,0.109,0.428,0.462
2026,11193258,Ava Wu,Grinnell,NA,24,23,517.55,21.565,208,8.667,16.076,75,198,0.379,39,123,0.317,0.621,19,22,0.864,0.111,48,2,3.71,10,0.417,0.773,38,1.583,2.937,25,1.042,1.932,16,0.667,1.237,0,0,0,30,1.25,2.319,0.477,0.501,0.231,0.141,0.126,0.023,0.089,0.69,0.619,0.759,0.628,0.237,0.25,0.244,0.601,0.777,0.979,0.283
2026,11193259,Caroline Phillips,Grinnell,NA,9,0,43.283,4.809,16,1.778,14.786,6,12,0.5,3,8,0.375,0.667,1,2,0.5,0.167,3,0.333,2.772,1,0.111,0.924,2,0.222,1.848,2,0.222,1.848,1,0.111,0.924,1,0.111,0.924,7,0.778,6.469,0.625,0.621,0.231,0.133,0.352,0.028,0.056,0.71,1,1,0.422,0.985,0.269,0.019,0.759,0.14,0.996,0.3
2026,11193260,Elly Marriott,Grinnell,NA,9,0,25.583,2.843,4,0.444,6.254,1,3,0.333,1,2,0.5,0.667,1,4,0.25,1.333,4,0.444,6.254,0,0,0,4,0.444,6.254,1,0.111,1.564,0,0,0,0,0,0,7,0.778,10.945,0.5,0.42,0.231,0.087,0.595,0,0.19,0.721,0.279,0.763,0.386,0.997,0.025,1,1,0.017,1,1
2026,11193264,Georgia Patterson,Grinnell,NA,24,0,353.183,14.716,119,4.958,13.477,39,102,0.382,15,43,0.349,0.422,26,33,0.788,0.324,41,1.708,4.643,12,0.5,1.359,29,1.208,3.284,9,0.375,1.019,9,0.375,1.019,1,0.042,0.113,37,1.542,4.19,0.456,0.511,0.218,0.068,0.241,0.041,0.1,0.453,0.764,0.477,0.279,0.965,0.422,0.398,0.734,0.681,0.361,0.561
2026,11193265,Megan Walters,Grinnell,NA,22,0,263.183,11.963,63,2.864,9.575,21,51,0.412,0,1,0,0.02,21,34,0.618,0.667,47,2.136,7.143,13,0.591,1.976,34,1.545,5.168,5,0.227,0.76,12,0.545,1.824,7,0.318,1.064,15,0.682,2.28,0.412,0.478,0.155,0.047,0.185,0.06,0.157,0.084,0.361,0.332,0.125,0.534,0.905,0.989,0.003,0.288,0.074,0.996
2026,11194063,Lucy Lawrence,Knox,G,12,0,30.967,2.581,4,0.333,5.167,2,4,0.5,0,0,NA,0,0,0,NA,0,4,0.333,5.167,0,0,0,4,0.333,5.167,0,0,0,0,0,0,0,0,0,4,0.333,5.167,0.5,0.5,0.111,0,0.5,0,0.134,0.021,0.64,0.85,0.006,0.988,0.007,0.714,NA,NA,0.002,0.006
2026,11194064,Carly Smith,Knox,F,26,26,579.267,22.279,133,5.115,9.184,58,123,0.472,0,3,0,0.024,17,35,0.486,0.285,191,7.346,13.189,72,2.769,4.972,119,4.577,8.217,16,0.615,1.105,15,0.577,1.036,7,0.269,0.483,44,1.692,3.038,0.472,0.48,0.136,0.048,0.241,0.149,0.214,0.046,0.41,0.617,0.115,0.852,0.924,0.697,0.022,0.111,0.212,0.315
2026,11194169,Danielle Beach,Illinois Col.,G,25,25,591.133,23.645,161,6.44,10.894,53,126,0.421,24,70,0.343,0.556,31,36,0.861,0.286,126,5.04,8.526,24,0.96,1.624,102,4.08,6.902,38,1.52,2.571,27,1.08,1.827,7,0.28,0.474,31,1.24,2.098,0.516,0.568,0.128,0.115,0.179,0.046,0.189,0.042,0.891,0.941,0.336,0.332,0.606,0.949,0.787,0.906,0.76,0.564
2026,11194174,Kylie Rakers,Illinois Col.,G,25,0,226.533,9.061,104,4.16,18.364,40,96,0.417,17,47,0.362,0.49,7,10,0.7,0.104,15,0.6,2.649,10,0.4,1.766,5,0.2,0.883,19,0.76,3.355,18,0.72,3.178,0,0,0,31,1.24,5.474,0.505,0.518,0.254,0.178,0.236,0.05,0.024,0.91,0.724,0.86,0.701,0.643,0.652,0.01,0.911,0.511,0.651,0.091
2026,11194176,Ava Giovando,Illinois Col.,G,6,0,16.9,2.817,0,0,0,0,2,0,0,1,0,0.5,0,0,NA,0,1,0.167,2.367,1,0.167,2.367,0,0,0,1,0.167,2.367,1,0.167,2.367,1,0.167,2.367,2,0.333,4.734,0,0,0.104,0.091,0.5,0.067,0,0.016,0.001,0.001,0.166,0.989,0.84,0.001,0.007,NA,0.668,0.006
2026,11194178,Anaya Patterson,Illinois Col.,G,15,0,99.483,6.632,42,2.8,16.887,15,33,0.455,2,9,0.222,0.273,10,15,0.667,0.455,14,0.933,5.629,4,0.267,1.608,10,0.667,4.021,2,0.133,0.804,5,0.333,2.01,1,0.067,0.402,19,1.267,7.639,0.485,0.53,0.258,0.04,0.324,0.046,0.11,0.932,0.808,0.751,0.017,0.887,0.586,0.477,0.225,0.281,0.312,0.846
2026,11194180,Madi Nettles,Illinois Col.,G,7,0,24.9,3.557,2,0.286,3.213,0,4,0,0,1,0,0.25,2,2,1,0.5,6,0.857,9.639,3,0.429,4.819,3,0.429,4.819,4,0.571,6.426,1,0.143,1.606,0,0,0,0,0,0,0,0.205,0.086,0.248,0,0.136,0.132,0.001,0.003,0.002,0.877,0.001,0.99,0.695,0.008,0.999,0.244,0.885
2026,11194182,Addison Minor,Illinois Col.,F,24,0,265.633,11.068,98,4.083,14.757,37,82,0.451,11,29,0.379,0.354,13,20,0.65,0.244,42,1.75,6.325,13,0.542,1.958,29,1.208,4.367,11,0.458,1.656,7,0.292,1.054,8,0.333,1.205,26,1.083,3.915,0.518,0.54,0.192,0.081,0.223,0.055,0.119,0.315,0.748,0.927,0.26,0.772,0.192,0.134,0.916,0.344,0.938,0.233
2026,11194183,Carson Arthalony,Illinois Col.,C,2,0,4.767,2.383,5,2.5,41.958,2,2,1,0,0,NA,0,1,2,0.5,1,2,1,16.783,1,0.5,8.392,1,0.5,8.392,0,0,0,1,0.5,8.392,0,0,0,0,0,0,1,0.868,0.264,0,0,0.238,0.23,0.634,0.997,1,0.012,0.009,1,0.765,NA,0.111,0.17,1
2026,11194184,Regan Filkin,Illinois Col.,G,6,0,17.167,2.861,4,0.667,9.32,2,6,0.333,0,3,0,0.5,0,2,0,0.333,3,0.5,6.99,0,0,0,3,0.5,6.99,0,0,0,2,0.333,4.66,0,0,0,1,0.167,2.33,0.333,0.291,0.201,0,0.127,0,0.191,0.476,0.022,0.11,0.007,0.063,0.008,0.95,0.008,0.001,0.669,0.673
2026,11194185,Lauren Young,Illinois Col.,G,9,0,40.7,4.522,12,1.333,11.794,5,18,0.278,2,10,0.2,0.556,0,1,0,0.056,4,0.444,3.931,3,0.333,2.948,1,0.111,0.983,1,0.111,0.983,2,0.222,1.966,2,0.222,1.966,1,0.111,0.983,0.333,0.325,0.209,0.047,0.051,0.083,0.027,0.574,0.037,0.112,0.037,0.002,0.909,0.011,0.154,0.001,0.762,0.031
2026,11194186,Cora DeSutter,Illinois Col.,F,25,24,557.383,22.295,219,8.76,15.716,69,162,0.426,5,15,0.333,0.093,76,100,0.76,0.617,147,5.88,10.549,46,1.84,3.301,101,4.04,7.248,39,1.56,2.799,30,1.2,2.153,14,0.56,1.005,56,2.24,4.019,0.441,0.532,0.206,0.133,0.214,0.093,0.198,0.448,0.733,0.509,0.779,0.709,0.654,0.612,0.871,0.86,0.505,0.997
2026,11197366,Darby Haley,Cornell College,G,25,0,496.217,19.849,155,6.2,12.495,49,139,0.353,33,100,0.33,0.719,24,34,0.706,0.245,52,2.08,4.192,7,0.28,0.564,45,1.8,3.627,32,1.28,2.58,20,0.8,1.612,1,0.04,0.081,45,1.8,3.627,0.471,0.503,0.203,0.157,0.226,0.019,0.107,0.522,0.655,0.642,0.567,0.569,0.187,0.425,0.756,0.54,0.963,0.425
2026,11197367,Caroline Kron,Cornell College,G,25,24,607,24.28,138,5.52,9.094,49,126,0.389,26,79,0.329,0.627,14,22,0.636,0.175,80,3.2,5.272,13,0.52,0.857,67,2.68,4.415,63,2.52,4.152,33,1.32,2.175,20,0.8,1.318,59,2.36,3.888,0.492,0.509,0.163,0.243,0.303,0.028,0.131,0.16,0.697,0.803,0.876,0.88,0.368,0.692,0.728,0.248,0.848,0.199
2026,11197368,Savanna Robinson,Cornell College,G,23,0,297.7,12.943,47,2.043,6.315,14,51,0.275,1,17,0.059,0.333,18,24,0.75,0.471,32,1.391,4.3,15,0.652,2.015,17,0.739,2.284,31,1.348,4.165,35,1.522,4.703,2,0.087,0.269,26,1.13,3.493,0.284,0.382,0.149,0.226,0.297,0.067,0.068,0.101,0.122,0.03,0.815,0.864,0.839,0.068,0.018,0.7,0.449,0.868
2026,11197369,Liann Ang,Cornell College,G,9,0,22.017,2.446,4,0.444,7.267,1,7,0.143,1,6,0.167,0.857,1,2,0.5,0.286,2,0.222,3.634,0,0,0,2,0.222,3.634,2,0.222,3.634,0,0,0,0,0,0,2,0.222,3.634,0.214,0.254,0.227,0.196,0.202,0,0.108,0.715,0.007,0.01,0.774,0.462,0.008,0.437,0.067,0.079,0.997,0.564
2026,11197370,Maggie Thompson,Cornell College,F,25,3,378.45,15.138,81,3.24,8.561,31,68,0.456,3,8,0.375,0.118,16,28,0.571,0.412,75,3,7.927,21,0.84,2.22,54,2.16,5.707,19,0.76,2.008,6,0.24,0.634,7,0.28,0.74,35,1.4,3.699,0.478,0.504,0.154,0.118,0.304,0.073,0.169,0.127,0.539,0.692,0.593,0.976,0.346,0.306,0.88,0.189,0.518,0.662
2026,11197371,Kallynn Stroup,Cornell College,G,25,18,490.55,19.622,182,7.28,14.84,69,147,0.469,4,19,0.211,0.129,40,64,0.625,0.435,103,4.12,8.399,27,1.08,2.202,76,3.04,6.197,26,1.04,2.12,32,1.28,2.609,3,0.12,0.245,56,2.24,4.566,0.483,0.52,0.239,0.144,0.242,0.073,0.184,0.792,0.741,0.737,0.504,0.67,0.883,0.93,0.162,0.24,0.091,0.825
2026,11197373,Akoi Atem,Cornell College,F,7,0,11.35,1.621,0,0,0,0,4,0,0,3,0,0.75,0,0,NA,0,1,0.143,3.524,0,0,0,1,0.143,3.524,1,0.143,3.524,0,0,0,0,0,0,2,0.286,7.048,0,0,0.268,0.173,0.333,0,0.104,0.777,0.001,0.002,0.93,0.983,0.003,0.036,0.026,NA,0.974,0.001
2026,11197374,Ashlin Nottestad,Cornell College,F,8,0,23.15,2.894,3,0.375,5.184,1,4,0.25,1,4,0.25,1,0,0,NA,0,3,0.375,5.184,0,0,0,3,0.375,5.184,3,0.375,5.184,2,0.25,3.456,1,0.125,1.728,1,0.125,1.728,0.375,0.375,0.109,0.278,0.2,0,0.154,0.017,0.046,0.169,0.965,0.634,0.005,0.231,0.338,NA,1,0.002
2026,11198969,Hannah Peel,Monmouth (IL),G,21,0,231.483,11.023,72,3.429,12.442,25,82,0.305,8,38,0.211,0.463,14,21,0.667,0.256,33,1.571,5.702,15,0.714,2.592,18,0.857,3.11,16,0.762,2.765,12,0.571,2.074,4,0.19,0.691,29,1.381,5.011,0.354,0.395,0.24,0.17,0.241,0.066,0.09,0.801,0.185,0.187,0.664,0.652,0.831,0.205,0.172,0.289,0.634,0.448
2026,11198971,Jamaica Walker,Monmouth (IL),G,25,0,419.483,16.779,136,5.44,12.968,55,143,0.385,3,19,0.158,0.133,23,64,0.359,0.448,63,2.52,6.007,23,0.92,2.193,40,1.6,3.814,27,1.08,2.575,39,1.56,3.719,1,0.04,0.095,60,2.4,5.721,0.395,0.397,0.254,0.167,0.26,0.056,0.11,0.927,0.202,0.342,0.658,0.773,0.739,0.474,0.04,0.036,0.122,0.842
2026,11198972,Tiah Riggs,Monmouth (IL),F,25,15,527.65,21.106,132,5.28,10.007,60,143,0.42,0,0,NA,0,12,27,0.444,0.189,103,4.12,7.808,39,1.56,2.957,64,2.56,4.852,18,0.72,1.365,35,1.4,2.653,2,0.08,0.152,37,1.48,2.805,0.42,0.426,0.168,0.085,0.193,0.076,0.14,0.209,0.22,0.316,0.342,0.633,0.383,0.173,NA,0.061,0.109,0.156
2026,11198973,Ava Pelaez,Monmouth (IL),G,22,7,354.367,16.108,84,3.818,9.482,30,104,0.288,9,40,0.225,0.385,15,26,0.577,0.25,45,2.045,5.079,12,0.545,1.355,33,1.5,3.725,8,0.364,0.903,11,0.5,1.242,5,0.227,0.564,33,1.5,3.725,0.332,0.364,0.193,0.052,0.222,0.035,0.107,0.446,0.057,0.085,0.052,0.554,0.483,0.41,0.236,0.139,0.529,0.438
2026,11198975,Layla Rice,Monmouth (IL),G,21,0,255.417,12.163,43,2.048,6.734,13,65,0.2,4,17,0.235,0.262,13,28,0.464,0.431,47,2.238,7.361,13,0.619,2.036,34,1.619,5.325,9,0.429,1.409,7,0.333,1.096,4,0.19,0.626,23,1.095,3.602,0.231,0.278,0.181,0.076,0.229,0.052,0.153,0.305,0.021,0.018,0.114,0.591,0.695,0.847,0.24,0.074,0.253,0.809
2026,11198976,Kamryn Gillespie,Monmouth (IL),G,9,0,91.267,10.141,14,1.556,6.136,3,26,0.115,1,18,0.056,0.692,7,12,0.583,0.462,9,1,3.944,2,0.222,0.877,7,0.778,3.068,2,0.222,0.877,5,0.556,2.191,1,0.111,0.438,12,1.333,5.259,0.135,0.224,0.219,0.045,0.277,0.022,0.088,0.627,0.006,0.005,0.019,0.801,0.231,0.178,0.013,0.144,0.928,0.848
2026,11199002,Meadow Rosendahl,Lake Forest,G,20,0,100,5,30,1.5,12,11,47,0.234,5,30,0.167,0.638,3,4,0.75,0.085,5,0.25,2,2,0.1,0.8,3,0.15,1.2,3,0.15,1.2,2,0.1,0.8,1,0.05,0.4,8,0.4,3.2,0.287,0.308,0.277,0.088,0.141,0.024,0.033,0.937,0.035,0.035,0.145,0.079,0.274,0.015,0.075,0.702,0.854,0.05
2026,11199003,Izabella Zamora,Lake Forest,F,16,1,109.9,6.869,13,0.812,4.732,5,21,0.238,1,15,0.067,0.714,2,2,1,0.095,16,1,5.823,3,0.188,1.092,13,0.812,4.732,6,0.375,2.184,4,0.25,1.456,0,0,0,10,0.625,3.64,0.262,0.297,0.142,0.135,0.314,0.033,0.129,0.07,0.012,0.013,0.785,0.983,0.13,0.141,0.054,1,0.973,0.008
2026,11199004,Ariana Rodriguez,Lake Forest,G,21,3,232.433,11.068,14,0.667,2.409,6,21,0.286,2,10,0.2,0.476,0,0,NA,0,26,1.238,4.474,5,0.238,0.86,21,1,3.614,15,0.714,2.581,6,0.286,1.033,1,0.048,0.172,28,1.333,4.819,0.333,0.333,0.103,0.152,0.571,0.026,0.099,0.016,0.041,0.114,0.532,0.998,0.324,0.32,0.156,NA,0.64,0.008
2026,11199005,Meghan Vasel,Lake Forest,C,22,6,226.017,10.273,36,1.636,6.371,16,59,0.271,0,0,NA,0,4,6,0.667,0.102,31,1.409,5.486,7,0.318,1.239,24,1.091,4.247,5,0.227,0.885,5,0.227,0.885,8,0.364,1.416,15,0.682,2.655,0.271,0.292,0.166,0.058,0.196,0.037,0.116,0.379,0.368,0.386,0.558,0.479,0.565,0.443,NA,0.796,0.415,0.278
2026,11199006,Ella Franck,Lake Forest,G,21,2,203.55,9.693,102,4.857,20.044,40,93,0.43,10,30,0.333,0.323,12,33,0.364,0.355,26,1.238,5.109,5,0.238,0.983,21,1,4.127,4,0.19,0.786,8,0.381,1.572,3,0.143,0.59,33,1.571,6.485,0.484,0.474,0.337,0.078,0.235,0.029,0.112,0.998,0.554,0.747,0.123,0.633,0.38,0.504,0.767,0.048,0.441,0.702
2026,11199504,Cali Havlovitz,Ripon,G,29,5,523.7,18.059,157,5.414,11.992,57,134,0.425,16,49,0.327,0.366,27,40,0.675,0.299,108,3.724,8.249,38,1.31,2.902,70,2.414,5.347,47,1.621,3.59,54,1.862,4.124,3,0.103,0.229,53,1.828,4.048,0.485,0.518,0.176,0.155,0.259,0.088,0.172,0.251,0.714,0.765,0.553,0.755,0.925,0.892,0.706,0.328,0.489,0.604
2026,11199518,Moriah Sears,Ripon,G,22,0,106.417,4.837,45,2.045,16.915,15,31,0.484,3,11,0.273,0.355,12,17,0.706,0.548,17,0.773,6.39,7,0.318,2.631,10,0.455,3.759,7,0.318,2.631,6,0.273,2.255,0,0,0,20,0.909,7.518,0.532,0.585,0.247,0.121,0.342,0.08,0.121,0.806,0.922,0.944,0.379,0.928,0.889,0.583,0.422,0.546,0.453,0.98
2026,11199523,Naomi Rikkola,Ripon,G,22,0,88.483,4.022,26,1.182,11.754,9,25,0.36,1,4,0.25,0.16,7,12,0.583,0.48,13,0.591,5.877,4,0.182,1.808,9,0.409,4.069,4,0.182,1.808,6,0.273,2.712,0,0,0,8,0.364,3.617,0.38,0.429,0.195,0.077,0.209,0.055,0.131,0.449,0.34,0.293,0.12,0.465,0.724,0.694,0.34,0.148,0.177,0.873
2026,11199536,Payten Perea,Ripon,F,18,0,56.117,3.118,5,0.278,3.564,2,11,0.182,1,7,0.143,0.636,0,0,NA,0,5,0.278,3.564,0,0,0,5,0.278,3.564,1,0.056,0.713,2,0.111,1.426,0,0,0,5,0.278,3.564,0.227,0.227,0.128,0.027,0.312,0,0.115,0.02,0.007,0.007,0.013,0.978,0.008,0.1,0.116,NA,0.969,0.004
2026,11201034,Alena Vondracek,Lawrence,G,12,0,39.467,3.289,18,1.5,18.243,5,16,0.312,5,14,0.357,0.875,3,4,0.75,0.25,4,0.333,4.054,0,0,0,4,0.333,4.054,0,0,0,1,0.083,1.014,1,0.083,1.014,5,0.417,5.068,0.469,0.507,0.278,0,0.22,0,0.116,0.939,0.684,0.627,0.008,0.508,0.009,0.559,0.888,0.703,0.999,0.439
2026,11201036,Kylie Heller,Lawrence,F,20,1,173.717,8.686,45,2.25,10.362,14,41,0.341,6,26,0.231,0.634,11,15,0.733,0.366,18,0.9,4.145,2,0.1,0.461,16,0.8,3.684,5,0.25,1.151,6,0.3,1.382,4,0.2,0.921,13,0.65,2.993,0.415,0.473,0.168,0.059,0.215,0.013,0.105,0.217,0.367,0.268,0.143,0.717,0.062,0.086,0.313,0.727,0.967,0.593
2026,11201041,Molly Deering,Lawrence,G,15,0,260.983,17.399,86,5.733,13.181,27,67,0.403,7,24,0.292,0.358,25,35,0.714,0.522,50,3.333,7.663,22,1.467,3.372,28,1.867,4.291,12,0.8,1.839,16,1.067,2.452,1,0.067,0.153,27,1.8,4.138,0.455,0.522,0.202,0.099,0.247,0.098,0.123,0.507,0.749,0.623,0.24,0.736,0.95,0.618,0.519,0.586,0.46,0.927
2026,11201043,Avery VanDellen,Lawrence,G,5,0,8.25,1.65,3,0.6,14.545,1,2,0.5,1,2,0.5,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0.2,4.848,0,0,0,0,0,0,1,0.2,4.848,0.75,0.75,0.175,0.272,0.333,0,0,0.236,1,1,0.939,0.898,0.01,0.001,0.965,NA,1,0.008
2026,11201045,Abby Talbot,Lawrence,F,13,0,70.95,5.458,21,1.615,11.839,10,26,0.385,0,5,0,0.192,1,3,0.333,0.115,17,1.308,9.584,5,0.385,2.819,12,0.923,6.765,4,0.308,2.255,1,0.077,0.564,3,0.231,1.691,4,0.308,2.255,0.385,0.384,0.213,0.132,0.128,0.082,0.193,0.48,0.05,0.187,0.739,0.133,0.485,0.562,0.032,0.007,0.582,0.017
2026,11201047,Shelby Eaton,Lawrence,G,9,0,24.7,2.744,3,0.333,4.858,1,8,0.125,1,3,0.333,0.375,0,0,NA,0,4,0.444,6.478,1,0.111,1.619,3,0.333,4.858,2,0.222,3.239,2,0.222,3.239,1,0.111,1.619,2,0.222,3.239,0.188,0.188,0.195,0.154,0.2,0.047,0.139,0.449,0.002,0.008,0.533,0.413,0.645,0.743,0.767,NA,0.517,0.009
2026,11201048,Maggie Jarzemsky,Lawrence,G,26,0,252.35,9.706,43,1.654,6.816,16,24,0.667,0,0,NA,0,11,18,0.611,0.75,85,3.269,13.473,34,1.308,5.389,51,1.962,8.084,15,0.577,2.378,18,0.692,2.853,6,0.231,0.951,39,1.5,6.182,0.667,0.674,0.136,0.118,0.55,0.157,0.231,0.048,0.999,0.998,0.345,0.995,0.998,0.999,NA,0.201,0.005,0.998
