season,athlete_id,player,team,position,games_played,games_started,minutes_total,mpg,pts_total,ppg,pts_per_40,fgm_total,fga_total,fg_pct,fg3m_total,fg3a_total,fg3_pct,threepar,ftm_total,fta_total,ft_pct,fta_rate,reb_total,rpg,reb_per_40,oreb_total,oreb_pg,oreb_per_40,dreb_total,dreb_pg,dreb_per_40,ast_total,apg,ast_per_40,stl_total,spg,stl_per_40,blk_total,bpg,blk_per_40,tov_total,tovpg,tov_per_40,efg_pct,ts_pct,usage,ast_pct,tov_pct,oreb_pct,dreb_pct,usage_pctile_pos,ts_pctile_pos,efg_pctile_pos,ast_pctile_pos,tov_pctile_pos,oreb_pctile_pos,dreb_pctile_pos,fg3_pctile_pos,ft_pctile_pos,threepar_pctile_pos,fta_rate_pctile_pos
2026,9350461,Raegen Stringer,Illinois Col.,G,23,23,621.65,27.028,138,6,8.88,59,145,0.407,5,19,0.263,0.131,15,28,0.536,0.193,68,2.957,4.375,19,0.826,1.223,49,2.13,3.153,104,4.522,6.692,38,1.652,2.445,4,0.174,0.257,46,2,2.96,0.424,0.439,0.143,0.302,0.226,0.035,0.086,0.063,0.373,0.503,0.975,0.584,0.47,0.175,0.345,0.09,0.107,0.23
2026,9350462,McKenna Christiansen,Illinois Col.,F,24,0,260.283,10.845,103,4.292,15.829,29,86,0.337,21,53,0.396,0.616,24,37,0.649,0.43,33,1.375,5.071,5,0.208,0.768,28,1.167,4.303,16,0.667,2.459,22,0.917,3.381,2,0.083,0.307,28,1.167,4.303,0.459,0.504,0.219,0.115,0.215,0.022,0.118,0.541,0.525,0.548,0.536,0.735,0.079,0.117,0.98,0.332,0.959,0.715
2026,9350463,Amya Mayes,Illinois Col.,F,11,1,41.933,3.812,10,0.909,9.539,4,12,0.333,1,3,0.333,0.25,1,2,0.5,0.167,8,0.727,7.631,0,0,0,8,0.727,7.631,4,0.364,3.816,2,0.182,1.908,0,0,0,3,0.273,2.862,0.375,0.388,0.166,0.173,0.189,0,0.209,0.182,0.052,0.168,0.93,0.548,0.003,0.658,0.812,0.114,0.795,0.088
2026,9350464,Alexis Van Dyke,Illinois Col.,G,6,0,20.017,3.336,3,0.5,5.995,1,5,0.2,1,5,0.2,1,0,0,NA,0,2,0.333,3.997,0,0,0,2,0.333,3.997,2,0.333,3.997,0,0,0,0,0,0,7,1.167,13.988,0.3,0.3,0.262,0.167,0.583,0,0.109,0.933,0.022,0.063,0.647,0.999,0.003,0.439,0.149,NA,0.999,0.001
2026,9350465,Shaili Betts,Illinois Col.,G,7,0,23.15,3.307,2,0.286,3.456,1,7,0.143,0,0,NA,0,0,0,NA,0,10,1.429,17.279,3,0.429,5.184,7,1,12.095,1,0.143,1.728,2,0.286,3.456,0,0,0,3,0.429,5.184,0.143,0.143,0.189,0.071,0.3,0.147,0.331,0.396,0.002,0.006,0.084,0.865,0.99,1,NA,NA,0.001,0.002
2026,9350466,Jaelyn Hill,Illinois Col.,G,3,0,10.75,3.583,0,0,0,0,1,0,0,1,0,1,0,0,NA,0,2,0.667,7.442,0,0,0,2,0.667,7.442,3,1,11.163,1,0.333,3.721,0,0,0,1,0.333,3.721,0,0,0.081,0.431,0.5,0,0.204,0.001,0,0,1,0.988,0.003,0.968,0.003,NA,0.999,0.002
2026,9350467,Bianca Adubato,Illinois Col.,G,3,0,10.633,3.544,2,0.667,7.524,0,4,0,0,4,0,1,2,2,1,0.5,3,1,11.285,1,0.333,3.762,2,0.667,7.524,0,0,0,1,0.333,3.762,0,0,0,0,0,0,0,0.205,0.201,0,0,0.107,0.206,0.476,0.003,0.001,0.001,0.001,0.951,0.969,0.004,0.997,1,0.883
2026,9350468,Kallie Oestreicher,Illinois Col.,G,25,25,636.1,25.444,285,11.4,17.922,101,264,0.383,53,140,0.379,0.53,30,40,0.75,0.152,63,2.52,3.962,8,0.32,0.503,55,2.2,3.459,49,1.96,3.081,39,1.56,2.452,4,0.16,0.252,59,2.36,3.71,0.483,0.506,0.234,0.157,0.173,0.014,0.095,0.775,0.682,0.721,0.588,0.268,0.122,0.246,0.952,0.691,0.723,0.164
2026,9350469,Courtney Stoub,Illinois Col.,F,1,0,1.6,1.6,0,0,0,0,0,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,NA,NA,0.003,NA,0.003,0,NA,NA,NA,NA
2026,9350470,LaNyra McGill,Illinois Col.,C,3,0,4.95,1.65,0,0,0,0,3,0,0,0,NA,0,0,0,NA,0,1,0.333,8.081,1,0.333,8.081,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333,8.081,0,0,0.354,0,0.25,0.229,0,1,0.011,0.012,0.009,0.845,0.994,0.006,NA,NA,0.012,0.012
2026,9350471,Aubrey Kietzman,Illinois Col.,G,24,0,221.067,9.211,40,1.667,7.238,13,39,0.333,8,25,0.32,0.641,6,9,0.667,0.231,25,1.042,4.524,5,0.208,0.905,20,0.833,3.619,19,0.792,3.438,14,0.583,2.533,2,0.083,0.362,13,0.542,2.352,0.436,0.466,0.111,0.146,0.232,0.026,0.099,0.02,0.509,0.581,0.515,0.623,0.317,0.336,0.674,0.273,0.858,0.395
2026,9350472,Taytum White,Illinois Col.,G,7,0,32.383,4.626,15,2.143,18.528,3,9,0.333,0,0,NA,0,9,15,0.6,1.667,7,1,8.646,3,0.429,3.706,4,0.571,4.941,0,0,0,5,0.714,6.176,0,0,0,6,0.857,7.411,0.333,0.481,0.292,0,0.278,0.105,0.135,0.987,0.599,0.109,0.002,0.803,0.951,0.721,NA,0.154,0.002,1
2026,9350473,Jenna Bowman,Illinois Col.,G,1,0,3.083,3.083,0,0,0,0,0,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,NA,NA,0.002,NA,0.003,0,NA,NA,NA,NA
2026,9350474,Allison Icenogle,Illinois Col.,G,11,0,37.183,3.38,32,2.909,34.424,11,27,0.407,10,21,0.476,0.778,0,0,NA,0,3,0.273,3.227,1,0.091,1.076,2,0.182,2.152,1,0.091,1.076,6,0.545,6.455,0,0,0,2,0.182,2.152,0.593,0.593,0.341,0.076,0.069,0.03,0.059,1,0.976,0.992,0.115,0.005,0.381,0.035,0.962,NA,0.994,0.005
2026,9350475,Kaity Robinson,Illinois Col.,G,25,2,375.4,15.016,113,4.52,12.04,36,88,0.409,8,26,0.308,0.295,33,43,0.767,0.489,56,2.24,5.967,17,0.68,1.811,39,1.56,4.156,21,0.84,2.238,21,0.84,2.238,3,0.12,0.32,29,1.16,3.09,0.455,0.528,0.158,0.101,0.213,0.051,0.114,0.146,0.795,0.616,0.274,0.475,0.686,0.535,0.606,0.736,0.347,0.883
2026,9350634,Bria Medina,Knox,G,26,26,936.617,36.024,614,23.615,26.222,197,420,0.469,21,59,0.356,0.14,199,229,0.869,0.545,139,5.346,5.936,25,0.962,1.068,114,4.385,4.869,104,4,4.442,70,2.692,2.989,5,0.192,0.214,97,3.731,4.143,0.494,0.59,0.284,0.237,0.157,0.032,0.127,0.985,0.973,0.849,0.858,0.19,0.42,0.65,0.884,0.991,0.169,0.977
2026,9350635,Kendell Lade,Knox,F,10,0,100.85,10.085,5,0.5,1.983,2,8,0.25,0,0,NA,0,1,2,0.5,0.25,11,1.1,4.363,1,0.1,0.397,10,1,3.966,4,0.4,1.587,0,0,0,1,0.1,0.397,8,0.8,3.173,0.25,0.282,0.072,0.06,0.474,0.012,0.103,0.007,0.008,0.008,0.153,0.998,0.04,0.035,NA,0.115,0.031,0.234
2026,9350637,Kylee Callahan,Knox,G,26,26,869.8,33.454,335,12.885,15.406,135,325,0.415,13,67,0.194,0.206,52,70,0.743,0.215,168,6.462,7.726,50,1.923,2.299,118,4.538,5.427,99,3.808,4.553,63,2.423,2.897,8,0.308,0.368,101,3.885,4.645,0.435,0.471,0.226,0.217,0.221,0.069,0.141,0.714,0.543,0.577,0.806,0.542,0.867,0.773,0.148,0.676,0.24,0.343
2026,9350638,Sarah Finley,Knox,F,12,0,199.033,16.586,56,4.667,11.254,25,46,0.543,0,1,0,0.022,6,16,0.375,0.348,26,2.167,5.225,6,0.5,1.206,20,1.667,4.019,5,0.417,1.005,5,0.417,1.005,2,0.167,0.402,20,1.667,4.019,0.543,0.528,0.158,0.045,0.274,0.036,0.105,0.138,0.698,0.99,0.069,0.934,0.142,0.075,0.015,0.046,0.188,0.498
2026,9350639,Emma Sineath,Knox,G,11,0,38.45,3.495,0,0,0,0,4,0,0,3,0,0.75,0,0,NA,0,5,0.455,5.202,1,0.091,1.04,4,0.364,4.161,2,0.182,2.081,0,0,0,0,0,0,6,0.545,6.242,0,0,0.112,0.077,0.6,0.031,0.108,0.022,0.001,0.001,0.117,1,0.391,0.438,0.005,NA,0.963,0.005
2026,9350640,Izzy Robinson,Knox,G,26,26,775.267,29.818,207,7.962,10.68,78,227,0.344,11,65,0.169,0.286,40,66,0.606,0.291,116,4.462,5.985,26,1,1.341,90,3.462,4.644,53,2.038,2.735,27,1.038,1.393,13,0.5,0.671,77,2.962,3.973,0.368,0.404,0.185,0.118,0.231,0.04,0.121,0.338,0.227,0.255,0.375,0.618,0.534,0.609,0.095,0.179,0.337,0.589
2026,9350642,Nayeli Nidez Acuña,Knox,F,26,26,822.467,31.633,360,13.846,17.508,142,277,0.513,4,20,0.2,0.072,72,99,0.727,0.357,179,6.885,8.706,43,1.654,2.091,136,5.231,6.614,44,1.692,2.14,51,1.962,2.48,25,0.962,1.216,70,2.692,3.404,0.52,0.562,0.205,0.106,0.179,0.063,0.172,0.412,0.989,0.981,0.493,0.546,0.244,0.388,0.216,0.719,0.473,0.552
2026,9350659,Mia deGrasse,Lake Forest,G,20,14,486.067,24.303,109,5.45,8.97,35,120,0.292,13,60,0.217,0.5,26,47,0.553,0.392,70,3.5,5.761,24,1.2,1.975,46,2.3,3.785,54,2.7,4.444,19,0.95,1.564,2,0.1,0.165,46,2.3,3.785,0.346,0.387,0.188,0.294,0.246,0.059,0.103,0.394,0.151,0.158,0.952,0.728,0.778,0.373,0.189,0.127,0.666,0.778
2026,9350660,Alyssa Jones,Lake Forest,C,20,0,125.117,6.256,14,0.7,4.476,6,31,0.194,0,0,NA,0,2,4,0.5,0.129,23,1.15,7.353,13,0.65,4.156,10,0.5,3.197,1,0.05,0.32,6,0.3,1.918,0,0,0,11,0.55,3.517,0.194,0.214,0.171,0.02,0.251,0.124,0.087,0.509,0.135,0.141,0.178,0.976,0.988,0.162,NA,0.074,0.141,0.407
2026,9350662,Sara Mills,Lake Forest,F,23,15,413.983,17.999,98,4.261,9.469,34,105,0.324,3,24,0.125,0.229,27,36,0.75,0.343,95,4.13,9.179,30,1.304,2.899,65,2.826,6.28,16,0.696,1.546,14,0.609,1.353,7,0.304,0.676,41,1.783,3.962,0.338,0.405,0.191,0.105,0.253,0.086,0.171,0.293,0.108,0.058,0.436,0.913,0.563,0.333,0.107,0.804,0.737,0.489
2026,9350663,Jamie Springstead,Lake Forest,G,22,13,564.75,25.67,190,8.636,13.457,63,199,0.317,15,60,0.25,0.302,49,72,0.681,0.362,138,6.273,9.774,51,2.318,3.612,87,3.955,6.162,16,0.727,1.133,16,0.727,1.133,1,0.045,0.071,58,2.636,4.108,0.354,0.412,0.25,0.084,0.201,0.108,0.168,0.859,0.262,0.209,0.141,0.459,0.969,0.878,0.339,0.39,0.369,0.724
2026,9350664,Anika Kinnear,Lake Forest,G,25,23,682.717,27.309,191,7.64,11.191,65,170,0.382,13,46,0.283,0.271,48,59,0.814,0.347,142,5.68,8.32,34,1.36,1.992,108,4.32,6.328,11,0.44,0.644,17,0.68,0.996,0,0,0,46,1.84,2.695,0.421,0.487,0.173,0.045,0.19,0.059,0.172,0.213,0.618,0.487,0.036,0.404,0.799,0.915,0.466,0.833,0.309,0.692
2026,9350665,Rylie Crecelius,Lake Forest,F,25,11,478.167,19.127,151,6.04,12.632,60,156,0.385,1,11,0.091,0.071,30,57,0.526,0.365,100,4,8.365,27,1.08,2.259,73,2.92,6.107,18,0.72,1.506,9,0.36,0.753,5,0.2,0.418,56,2.24,4.685,0.388,0.417,0.242,0.116,0.236,0.067,0.166,0.615,0.193,0.217,0.558,0.827,0.277,0.264,0.067,0.173,0.419,0.585
2026,9350667,Careah Baitlon,Lake Forest,G,25,8,528.6,21.144,111,4.44,8.4,37,110,0.336,22,68,0.324,0.618,15,23,0.652,0.209,49,1.96,3.708,6,0.24,0.454,43,1.72,3.254,47,1.88,3.557,15,0.6,1.135,0,0,0,67,2.68,5.07,0.436,0.462,0.173,0.234,0.358,0.014,0.089,0.195,0.48,0.593,0.829,0.96,0.102,0.195,0.693,0.27,0.835,0.284
2026,9350669,Ariana Ferreira-Torralba,Lake Forest,G,25,22,630,25.2,119,4.76,7.556,39,139,0.281,18,74,0.243,0.532,23,34,0.676,0.245,61,2.44,3.873,12,0.48,0.762,49,1.96,3.111,40,1.6,2.54,28,1.12,1.778,0,0,0,77,3.08,4.889,0.345,0.386,0.179,0.164,0.333,0.023,0.085,0.285,0.137,0.145,0.646,0.916,0.25,0.155,0.274,0.34,0.738,0.41
2026,9350670,Emma Hart,Lake Forest,G,14,7,245.517,17.537,100,7.143,16.292,35,88,0.398,20,58,0.345,0.659,10,11,0.909,0.125,40,2.857,6.517,8,0.571,1.303,32,2.286,5.213,20,1.429,3.258,16,1.143,2.607,1,0.071,0.163,33,2.357,5.376,0.511,0.539,0.25,0.265,0.262,0.039,0.142,0.869,0.818,0.927,0.904,0.782,0.508,0.781,0.859,0.996,0.91,0.135
2026,9350672,Bailey Griffis,Lawrence,G,19,1,130.383,6.862,14,0.737,4.295,4,21,0.19,3,18,0.167,0.857,3,10,0.3,0.476,11,0.579,3.375,3,0.158,0.92,8,0.421,2.454,10,0.526,3.068,5,0.263,1.534,0,0,0,6,0.316,1.841,0.262,0.276,0.116,0.143,0.191,0.027,0.07,0.024,0.014,0.022,0.491,0.406,0.349,0.102,0.065,0.012,0.996,0.87
2026,9350673,Adrijana Albijanic,Lawrence,F,8,0,21.2,2.65,6,0.75,11.321,2,4,0.5,0,0,NA,0,2,2,1,0.5,6,0.75,11.321,2,0.25,3.774,4,0.5,7.547,2,0.25,3.774,1,0.125,1.887,1,0.125,1.887,1,0.125,1.887,0.5,0.615,0.134,0.2,0.17,0.11,0.216,0.02,1,0.81,0.963,0.464,0.666,0.698,NA,0.999,0.031,0.913
2026,9350674,Emma Moya,Lawrence,G,23,1,145.317,6.318,30,1.304,8.258,8,31,0.258,4,18,0.222,0.581,10,12,0.833,0.387,16,0.696,4.404,3,0.13,0.826,13,0.565,3.578,3,0.13,0.826,5,0.217,1.376,1,0.043,0.275,9,0.391,2.477,0.323,0.413,0.15,0.04,0.199,0.024,0.102,0.104,0.277,0.069,0.013,0.413,0.279,0.357,0.222,0.892,0.787,0.765
2026,9350676,Charlotte Brennan,Lawrence,G,26,26,816.467,31.403,274,10.538,13.424,99,249,0.398,9,51,0.176,0.205,67,82,0.817,0.329,105,4.038,5.144,30,1.154,1.47,75,2.885,3.674,126,4.846,6.173,44,1.692,2.156,7,0.269,0.343,62,2.385,3.037,0.416,0.481,0.205,0.346,0.179,0.043,0.105,0.55,0.597,0.416,1,0.319,0.56,0.399,0.109,0.864,0.204,0.659
2026,9350677,Sophie Morey,Lawrence,F,27,27,683.617,25.319,295,10.926,17.261,111,225,0.493,0,0,NA,0,73,98,0.745,0.436,159,5.889,9.303,74,2.741,4.33,85,3.148,4.974,35,1.296,2.048,24,0.889,1.404,24,0.889,1.404,41,1.519,2.399,0.493,0.55,0.218,0.127,0.133,0.126,0.142,0.523,0.871,0.809,0.66,0.175,0.799,0.215,NA,0.783,0.075,0.814
2026,9350679,Josie Eager,Lawrence,G,27,26,718.95,26.628,162,6,9.013,56,195,0.287,30,109,0.275,0.559,20,32,0.625,0.164,79,2.926,4.395,10,0.37,0.556,69,2.556,3.839,57,2.111,3.171,44,1.63,2.448,4,0.148,0.223,49,1.815,2.726,0.364,0.387,0.173,0.162,0.19,0.016,0.11,0.233,0.171,0.23,0.629,0.352,0.145,0.461,0.453,0.213,0.783,0.185
2026,9350680,Kate Adams,Lawrence,G,25,23,785.1,31.404,382,15.28,19.462,123,327,0.376,68,198,0.343,0.606,68,87,0.782,0.266,87,3.48,4.433,22,0.88,1.121,65,2.6,3.312,23,0.92,1.172,61,2.44,3.108,18,0.72,0.917,46,1.84,2.344,0.48,0.523,0.253,0.071,0.112,0.033,0.095,0.9,0.785,0.691,0.106,0.038,0.444,0.271,0.842,0.806,0.823,0.55
2026,9350681,Kylie Loomis,Lawrence,G,17,0,72.033,4.237,20,1.176,11.106,6,16,0.375,3,8,0.375,0.5,5,8,0.625,0.5,9,0.529,4.998,0,0,0,9,0.529,4.998,0,0,0,3,0.176,1.666,2,0.118,1.111,10,0.588,5.553,0.469,0.512,0.198,0,0.339,0,0.143,0.452,0.699,0.625,0.004,0.924,0.005,0.808,0.913,0.216,0.668,0.885
2026,9350682,Olivia Kesti,Lawrence,F,27,27,775.35,28.717,153,5.667,7.893,57,173,0.329,9,44,0.205,0.254,30,48,0.625,0.277,204,7.556,10.524,48,1.778,2.476,156,5.778,8.048,58,2.148,2.992,34,1.259,1.754,51,1.889,2.631,62,2.296,3.199,0.355,0.394,0.159,0.152,0.242,0.072,0.23,0.173,0.088,0.107,0.892,0.887,0.325,0.825,0.282,0.274,0.841,0.291
2026,9350683,Josie Chose,Lawrence,F,27,3,421.167,15.599,166,6.148,15.766,72,186,0.387,2,7,0.286,0.038,20,31,0.645,0.167,126,4.667,11.967,43,1.593,4.084,83,3.074,7.883,23,0.852,2.184,15,0.556,1.425,25,0.926,2.374,38,1.407,3.609,0.392,0.416,0.272,0.138,0.16,0.119,0.225,0.81,0.162,0.254,0.808,0.31,0.73,0.772,0.673,0.292,0.346,0.125
2026,9350982,Marnie Kahl,St. Norbert,F,22,19,572.567,26.026,200,9.091,13.972,88,183,0.481,11,33,0.333,0.18,13,25,0.52,0.137,113,5.136,7.894,25,1.136,1.747,88,4,6.148,37,1.682,2.585,18,0.818,1.257,16,0.727,1.118,25,1.136,1.747,0.511,0.515,0.194,0.131,0.114,0.055,0.191,0.356,0.689,0.91,0.735,0.068,0.175,0.557,0.852,0.141,0.577,0.081
2026,9350983,Ella Wiese,St. Norbert,G,7,0,22.167,3.167,13,1.857,23.459,4,8,0.5,4,6,0.667,0.75,1,2,0.5,0.25,2,0.286,3.609,0,0,0,2,0.286,3.609,0,0,0,3,0.429,5.414,0,0,0,1,0.143,1.805,0.75,0.732,0.226,0,0.101,0,0.112,0.715,1,1,0.005,0.007,0.006,0.497,1,0.077,0.964,0.426
2026,9350984,Taylor Thiry,St. Norbert,F,26,26,654.333,25.167,421,16.192,25.736,165,330,0.5,2,10,0.2,0.03,89,106,0.84,0.321,187,7.192,11.431,61,2.346,3.729,126,4.846,7.702,75,2.885,4.585,37,1.423,2.262,10,0.385,0.611,59,2.269,3.607,0.503,0.559,0.338,0.29,0.135,0.118,0.24,0.926,0.935,0.875,1,0.235,0.704,0.878,0.228,0.997,0.304,0.448
2026,9350985,Avery Bierowski,St. Norbert,F,26,8,512.183,19.699,147,5.654,11.48,60,143,0.42,6,40,0.15,0.28,21,31,0.677,0.217,176,6.769,13.745,32,1.231,2.499,144,5.538,11.246,19,0.731,1.484,20,0.769,1.562,9,0.346,0.703,32,1.231,2.499,0.441,0.469,0.187,0.07,0.17,0.079,0.35,0.266,0.359,0.477,0.236,0.463,0.47,0.997,0.165,0.373,0.881,0.191
2026,9350986,Rose Hahn,St. Norbert,G,26,26,724.533,27.867,233,8.962,12.863,87,229,0.38,24,84,0.286,0.367,35,52,0.673,0.227,99,3.808,5.466,29,1.115,1.601,70,2.692,3.865,54,2.077,2.981,31,1.192,1.711,9,0.346,0.497,63,2.423,3.478,0.432,0.463,0.221,0.141,0.2,0.051,0.12,0.679,0.504,0.528,0.485,0.437,0.673,0.58,0.51,0.313,0.514,0.368
2026,9350987,Kat Miller,St. Norbert,G,19,0,143.367,7.546,31,1.632,8.649,12,30,0.4,3,16,0.188,0.533,4,6,0.667,0.2,16,0.842,4.464,5,0.263,1.395,11,0.579,3.069,11,0.579,3.069,0,0,0,6,0.316,1.674,8,0.421,2.232,0.45,0.475,0.144,0.136,0.197,0.044,0.095,0.08,0.557,0.606,0.434,0.409,0.58,0.275,0.129,0.275,0.741,0.233
2026,9350988,Olivia Conway,St. Norbert,G,26,22,720.883,27.726,223,8.577,12.374,87,215,0.405,36,114,0.316,0.53,13,20,0.65,0.093,65,2.5,3.607,12,0.462,0.666,53,2.038,2.941,71,2.731,3.94,43,1.654,2.386,0,0,0,45,1.731,2.497,0.488,0.498,0.189,0.187,0.167,0.021,0.091,0.417,0.64,0.789,0.764,0.211,0.227,0.225,0.66,0.261,0.694,0.073
2026,9350989,Charley Mullen,St. Norbert,F,26,0,189.083,7.272,12,0.462,2.539,5,19,0.263,1,6,0.167,0.316,1,2,0.5,0.105,24,0.923,5.077,2,0.077,0.423,22,0.846,4.654,8,0.308,1.692,6,0.231,1.269,1,0.038,0.212,17,0.654,3.596,0.289,0.302,0.099,0.068,0.461,0.013,0.145,0.014,0.015,0.016,0.199,0.995,0.051,0.225,0.172,0.116,0.885,0.012
2026,9350990,Makayla Hayes,St. Norbert,C,9,0,34.117,3.791,6,0.667,7.035,3,5,0.6,0,0,NA,0,0,0,NA,0,5,0.556,5.862,1,0.111,1.172,4,0.444,4.69,4,0.444,4.69,1,0.111,1.172,1,0.111,1.172,3,0.333,3.517,0.6,0.6,0.119,0.21,0.375,0.037,0.146,0.027,0.986,0.992,1,1,0.603,0.639,NA,NA,0.162,0.033
2026,9350991,Oakley Witteck,St. Norbert,G,24,23,622.567,25.94,195,8.125,12.529,79,143,0.552,5,10,0.5,0.07,32,47,0.681,0.329,107,4.458,6.875,40,1.667,2.57,67,2.792,4.305,81,3.375,5.204,42,1.75,2.699,5,0.208,0.321,53,2.208,3.405,0.57,0.596,0.177,0.25,0.245,0.081,0.134,0.267,0.992,0.989,0.899,0.686,0.907,0.713,0.964,0.407,0.021,0.632
2026,9350992,Larissa Huffman,St. Norbert,G,10,0,32.15,3.215,9,0.9,11.198,4,9,0.444,0,2,0,0.222,1,4,0.25,0.444,4,0.4,4.977,2,0.2,2.488,2,0.2,2.488,1,0.1,1.244,0,0,0,0,0,0,3,0.3,3.733,0.444,0.418,0.217,0.06,0.218,0.079,0.077,0.6,0.283,0.603,0.075,0.494,0.886,0.113,0.006,0.008,0.241,0.826
2026,9350993,Alaina Schwahn,St. Norbert,G,18,0,106.317,5.906,26,1.444,9.782,7,22,0.318,3,7,0.429,0.318,9,14,0.643,0.636,10,0.556,3.762,3,0.167,1.129,7,0.389,2.634,5,0.278,1.881,3,0.167,1.129,0,0,0,6,0.333,2.257,0.386,0.462,0.163,0.081,0.176,0.036,0.082,0.163,0.468,0.308,0.128,0.293,0.495,0.116,0.956,0.253,0.431,0.987
2026,9352179,McKenzie Bestor,Ripon,G,29,1,418.817,14.442,103,3.552,9.837,27,74,0.365,11,31,0.355,0.419,38,53,0.717,0.716,66,2.276,6.303,33,1.138,3.152,33,1.138,3.152,24,0.828,2.292,31,1.069,2.961,1,0.034,0.096,47,1.621,4.489,0.439,0.529,0.155,0.092,0.326,0.095,0.101,0.118,0.805,0.602,0.189,0.898,0.941,0.352,0.867,0.606,0.624,0.995
2026,9352180,Presley Buwalda,Ripon,G,21,1,106.783,5.085,18,0.857,6.743,7,22,0.318,0,5,0,0.227,4,7,0.571,0.318,16,0.762,5.993,4,0.19,1.498,12,0.571,4.495,6,0.286,2.248,5,0.238,1.873,0,0,0,12,0.571,4.495,0.318,0.359,0.156,0.09,0.324,0.045,0.145,0.135,0.046,0.066,0.15,0.883,0.583,0.811,0.007,0.13,0.243,0.616
2026,9352181,Sophie Schlieve,Ripon,F,29,28,669.033,23.07,303,10.448,18.116,114,269,0.424,1,2,0.5,0.007,74,102,0.725,0.379,199,6.862,11.898,91,3.138,5.441,108,3.724,6.457,29,1,1.734,46,1.586,2.75,38,1.31,2.272,62,2.138,3.707,0.426,0.483,0.253,0.084,0.165,0.165,0.208,0.724,0.463,0.369,0.312,0.437,0.964,0.655,0.983,0.663,0.161,0.646
2026,9352182,Maddi Friedle,Ripon,G,18,0,69.4,3.856,33,1.833,19.02,13,23,0.565,2,6,0.333,0.261,5,7,0.714,0.304,13,0.722,7.493,4,0.222,2.305,9,0.5,5.187,3,0.167,1.729,2,0.111,1.153,1,0.056,0.576,2,0.111,1.153,0.609,0.633,0.182,0.087,0.071,0.07,0.167,0.307,0.996,0.995,0.143,0.007,0.869,0.859,0.758,0.573,0.246,0.607
2026,9352183,Laney Havlovitz,Ripon,G,29,28,874.7,30.162,408,14.069,18.658,140,295,0.475,21,78,0.269,0.264,107,153,0.699,0.519,136,4.69,6.219,39,1.345,1.783,97,3.345,4.436,123,4.241,5.625,88,3.034,4.024,2,0.069,0.091,85,2.931,3.887,0.51,0.563,0.23,0.267,0.19,0.054,0.143,0.749,0.877,0.917,0.935,0.386,0.722,0.806,0.419,0.507,0.29,0.919
2026,9352184,Molly Johannes,Ripon,F,29,1,378.6,13.055,107,3.69,11.305,41,90,0.456,0,1,0,0.011,25,52,0.481,0.578,127,4.379,13.418,45,1.552,4.754,82,2.828,8.663,14,0.483,1.479,30,1.034,3.17,11,0.379,1.162,14,0.483,1.479,0.456,0.474,0.151,0.064,0.11,0.144,0.279,0.112,0.386,0.531,0.183,0.038,0.876,0.968,0.016,0.091,0.179,0.951
2026,9352185,Nadia Hoffa,Ripon,G,18,0,62.05,3.447,15,0.833,9.67,6,19,0.316,1,5,0.2,0.263,2,2,1,0.105,10,0.556,6.446,2,0.111,1.289,8,0.444,5.157,4,0.222,2.579,1,0.056,0.645,0,0,0,5,0.278,3.223,0.342,0.377,0.181,0.109,0.201,0.039,0.166,0.297,0.103,0.129,0.297,0.461,0.51,0.857,0.151,0.998,0.255,0.093
2026,9352186,Natalie Rauwolf,Ripon,G,29,29,768.567,26.502,326,11.241,16.967,123,270,0.456,57,113,0.504,0.419,23,32,0.719,0.119,95,3.276,4.944,37,1.276,1.926,58,2,3.019,40,1.379,2.082,42,1.448,2.186,6,0.207,0.312,36,1.241,1.874,0.561,0.574,0.188,0.099,0.112,0.058,0.097,0.38,0.919,0.974,0.232,0.063,0.763,0.296,0.997,0.618,0.616,0.122
2026,9352187,Maggie Glaus,Ripon,F,18,1,116.217,6.456,33,1.833,11.358,14,34,0.412,0,1,0,0.029,5,10,0.5,0.294,32,1.778,11.014,14,0.778,4.819,18,1,6.195,2,0.111,0.688,2,0.111,0.688,5,0.278,1.721,15,0.833,5.163,0.412,0.43,0.207,0.03,0.281,0.146,0.199,0.455,0.246,0.26,0.022,0.941,0.889,0.618,0.017,0.122,0.239,0.383
2026,9352189,Alex Stricker,Ripon,F,24,0,100.533,4.189,28,1.167,11.141,9,27,0.333,0,1,0,0.037,10,13,0.769,0.481,32,1.333,12.732,12,0.5,4.775,20,0.833,7.958,2,0.083,0.796,10,0.417,3.979,2,0.083,0.796,10,0.417,3.979,0.333,0.428,0.191,0.033,0.234,0.145,0.256,0.298,0.237,0.037,0.039,0.781,0.882,0.912,0.018,0.868,0.309,0.912
