league,season,population,team,dimension,category,unit,source,off_n,off_freq,off_ppp,off_ppp_pctl,def_n,def_ppp,def_ppp_pctl
nba,2026,national,CHI,context,halfcourt,possession,espn_derived,5909,0.7026159334126041,1.0431545100693858,14,5971,1.1040026796181543,79
nba,2026,national,CHI,context,second_chance,possession,espn_derived,1179,0.14019024970273483,1.0542832909245123,10,1219,1.1968826907301067,97
nba,2026,national,CHI,context,transition,possession,espn_derived,1322,0.1571938168846611,1.4720121028744326,45,1220,1.459016393442623,24
nba,2026,national,CHI,creation,assisted,made_fg,espn_derived,2295,0.670268691588785,2.4514161220043573,69,2335,2.423982869379015,55
nba,2026,national,CHI,creation,unassisted,made_fg,espn_derived,1129,0.32973130841121495,2.095659875996457,21,1298,2.1178736517719567,21
nba,2026,national,CHI,shot_zone,above_break_3,attempt,espn_derived,2268,0.3256281407035176,1.1018518518518519,28,2175,1.1737931034482758,97
nba,2026,national,CHI,shot_zone,at_rim,attempt,espn_derived,2234,0.32074659009332374,1.4288272157564905,3,2143,1.4773681754549697,34
nba,2026,national,CHI,shot_zone,corner_3,attempt,espn_derived,788,0.11313711414213927,1.1840101522842639,34,741,1.1821862348178138,24
nba,2026,national,CHI,shot_zone,mid_range,attempt,espn_derived,638,0.09160086145010768,0.5768025078369906,10,1035,0.6763285024154589,31
nba,2026,national,CHI,shot_zone,paint,attempt,espn_derived,1037,0.14888729361091171,0.9643201542912246,24,1175,0.9480851063829787,7
nba,2026,national,CLE,ball_security,dead_ball_to,possession,espn_derived,513,0.05089790653834706,0.001949317738791423,79,591,0.00676818950930626,7
nba,2026,national,CLE,ball_security,live_ball_to,possession,espn_derived,934,0.09266792340509972,0,41,918,0.0010893246187363835,7
nba,2026,national,CLE,ball_security,no_turnover,possession,espn_derived,8632,0.8564341700565532,1.3548424467099165,52,8575,1.3271137026239066,97
nba,2026,national,CLE,context,halfcourt,possession,espn_derived,7289,0.7231868240896915,1.1157909178213747,83,7248,1.0713300220750552,48
nba,2026,national,CLE,context,second_chance,possession,espn_derived,1538,0.15259450342295863,1.1001300390117035,41,1519,1.075049374588545,17
nba,2026,national,CLE,context,transition,possession,espn_derived,1252,0.12421867248734994,1.494408945686901,55,1317,1.5087319665907366,66
nba,2026,national,CLE,creation,assisted,made_fg,espn_derived,2710,0.640964995269631,2.414391143911439,41,2668,2.449025487256372,83
nba,2026,national,CLE,creation,unassisted,made_fg,espn_derived,1518,0.359035004730369,2.181159420289855,90,1452,2.1198347107438016,28
nba,2026,national,CLE,shot_zone,above_break_3,attempt,espn_derived,2901,0.3405329263998122,1.107549120992761,38,2590,1.164092664092664,90
nba,2026,national,CLE,shot_zone,at_rim,attempt,espn_derived,2192,0.2573071956802442,1.5173357664233578,76,2201,1.4229895502044525,10
nba,2026,national,CLE,shot_zone,corner_3,attempt,espn_derived,849,0.09965958445826975,1.1554770318021201,14,884,1.245475113122172,72
nba,2026,national,CLE,shot_zone,mid_range,attempt,espn_derived,1120,0.1314708299096138,0.7517857142857143,86,1499,0.6991327551701134,59
nba,2026,national,CLE,shot_zone,paint,attempt,espn_derived,1457,0.1710294635520601,1.0240219629375429,72,1325,0.9932075471698113,41
nba,2026,national,DAL,ball_security,dead_ball_to,possession,espn_derived,418,0.04914178227133788,0,90,418,0.0023923444976076554,76
nba,2026,national,DAL,ball_security,live_ball_to,possession,espn_derived,773,0.09087702798024924,0.00129366106080207,48,679,0.0014727540500736377,79
nba,2026,national,DAL,ball_security,no_turnover,possession,espn_derived,7315,0.8599811897484129,1.2720437457279563,66,7425,1.314882154882155,48
nba,2026,national,DAL,context,halfcourt,possession,espn_derived,6037,0.709734305196332,1.0192148418088454,7,6028,1.0985401459854014,72
nba,2026,national,DAL,context,second_chance,possession,espn_derived,1240,0.14577944980014107,1.0451612903225806,7,1255,1.0884462151394423,24
nba,2026,national,DAL,context,transition,possession,espn_derived,1229,0.14448624500352691,1.5109845402766477,69,1239,1.434221146085553,7
nba,2026,national,DAL,creation,assisted,made_fg,espn_derived,2073,0.6040209790209791,2.38543174143753,24,2323,2.3805424020662938,0
nba,2026,national,DAL,creation,unassisted,made_fg,espn_derived,1359,0.395979020979021,2.0735835172921266,7,1353,2.122690317812269,34
nba,2026,national,DAL,shot_zone,above_break_3,attempt,espn_derived,1762,0.25131935529881616,1.0488081725312146,7,2095,1.1097852028639619,45
nba,2026,national,DAL,shot_zone,at_rim,attempt,espn_derived,1809,0.25802310654685495,1.4792703150912105,41,2003,1.512730903644533,72
nba,2026,national,DAL,shot_zone,corner_3,attempt,espn_derived,706,0.10069890172585937,1.2025495750708215,45,705,1.1702127659574468,17
nba,2026,national,DAL,shot_zone,mid_range,attempt,espn_derived,1293,0.1844244758237056,0.711523588553751,69,1137,0.714160070360598,72
nba,2026,national,DAL,shot_zone,paint,attempt,espn_derived,1441,0.20553416060476395,1.0201249132546844,69,1433,0.9839497557571528,38
nba,2026,national,DEN,ball_security,dead_ball_to,possession,espn_derived,406,0.04574132492113565,0.0024630541871921183,97,409,0.0024449877750611247,83
nba,2026,national,DEN,ball_security,live_ball_to,possession,espn_derived,725,0.0816809373591708,0,83,636,0.0015723270440251573,97
nba,2026,national,DEN,ball_security,no_turnover,possession,espn_derived,7745,0.8725777377196936,1.368108457069077,97,7836,1.3030883103624298,72
nba,2026,national,DEN,context,halfcourt,possession,espn_derived,6564,0.7395223073456512,1.139853747714808,97,6342,1.0897193314411857,66
nba,2026,national,DEN,context,second_chance,possession,espn_derived,1234,0.13902658855340244,1.1855753646677472,97,1284,1.0693146417445483,14
nba,2026,national,DEN,context,transition,possession,espn_derived,1078,0.12145110410094637,1.5324675324675325,83,1255,1.5370517928286853,90
nba,2026,national,DEN,creation,assisted,made_fg,espn_derived,2523,0.6658749010292954,2.402695204122077,31,2410,2.4232365145228214,52
nba,2026,national,DEN,creation,unassisted,made_fg,espn_derived,1266,0.3341250989707047,2.1627172195892577,83,1345,2.1197026022304835,24
nba,2026,national,DEN,shot_zone,above_break_3,attempt,espn_derived,2210,0.2986890120286525,1.1959276018099547,100,2365,1.0744186046511628,3
nba,2026,national,DEN,shot_zone,at_rim,attempt,espn_derived,1765,0.23854574942559806,1.515014164305949,72,1880,1.5127659574468084,76
nba,2026,national,DEN,shot_zone,corner_3,attempt,espn_derived,741,0.10014866873901879,1.3805668016194332,97,858,1.167832167832168,14
nba,2026,national,DEN,shot_zone,mid_range,attempt,espn_derived,1246,0.1684011352885525,0.7576243980738363,93,1229,0.6834825061025224,45
nba,2026,national,DEN,shot_zone,paint,attempt,espn_derived,1437,0.19421543451817813,1.0549756437021574,76,1427,1.0259285213735108,79
nba,2026,national,DET,ball_security,dead_ball_to,possession,espn_derived,563,0.058670279283034595,0.003552397868561279,24,562,0.0035587188612099642,17
nba,2026,national,DET,ball_security,live_ball_to,possession,espn_derived,909,0.09472696957065443,0,24,1026,0.003898635477582846,0
nba,2026,national,DET,ball_security,no_turnover,possession,espn_derived,8124,0.846602751146311,1.3602904972919745,21,8028,1.290483308420528,79
nba,2026,national,DET,context,halfcourt,possession,espn_derived,6670,0.6950812838682785,1.082008995502249,66,6946,1.0116613878491219,0
nba,2026,national,DET,context,second_chance,possession,espn_derived,1608,0.16756982075864943,1.1299751243781095,62,1522,1.0893561103810776,28
nba,2026,national,DET,context,transition,possession,espn_derived,1318,0.1373488953730721,1.531866464339909,79,1148,1.4642857142857142,31
nba,2026,national,DET,creation,assisted,made_fg,espn_derived,2594,0.6351616062683644,2.3477255204317657,7,2224,2.4613309352517985,86
nba,2026,national,DET,creation,unassisted,made_fg,espn_derived,1490,0.3648383937316356,2.1006711409395975,31,1360,2.1294117647058823,52
nba,2026,national,DET,shot_zone,above_break_3,attempt,espn_derived,2002,0.24811005081174867,1.1193806193806193,48,2514,1.041766109785203,0
nba,2026,national,DET,shot_zone,at_rim,attempt,espn_derived,2374,0.29421241789565,1.4700926705981465,31,1646,1.4434993924665858,24
nba,2026,national,DET,shot_zone,corner_3,attempt,espn_derived,774,0.09592266699714959,1.182170542635659,31,793,1.244640605296343,69
nba,2026,national,DET,shot_zone,mid_range,attempt,espn_derived,1204,0.14921303755112159,0.6910299003322259,34,1154,0.6897746967071057,52
nba,2026,national,DET,shot_zone,paint,attempt,espn_derived,1715,0.21254182674433014,1.0157434402332362,62,1506,1.0571049136786188,90
nba,2026,national,GS,ball_security,dead_ball_to,possession,espn_derived,516,0.060978492082250056,0.001937984496124031,10,472,0.00423728813559322,55
nba,2026,national,GS,ball_security,live_ball_to,possession,espn_derived,810,0.0957220515244623,0.0024691358024691358,17,863,0.002317497103128621,21
nba,2026,national,GS,ball_security,no_turnover,possession,espn_derived,7136,0.8432994563932876,1.3392656950672646,7,7134,1.351135407905803,17
nba,2026,national,GS,context,halfcourt,possession,espn_derived,6209,0.7337508863152918,1.073119665002416,52,6058,1.0741168702542092,52
