season,athlete_id,player,team,position,headshot_url,games_played,games_started,minutes_total,mpg,pts_total,ppg,pts_per_36,reb_total,rpg,reb_per_36,oreb_total,oreb_pg,oreb_per_36,dreb_total,dreb_pg,dreb_per_36,ast_total,apg,ast_per_36,stl_total,spg,stl_per_36,blk_total,bpg,blk_per_36,tov_total,tovpg,tov_per_36,fg_pct,fg3_pct,threepar,ft_pct,fta_rate,efg_pct,ts_pct,usage,ast_pct,tov_pct,oreb_pct,dreb_pct,usage_pctile_pos,ts_pctile_pos,efg_pctile_pos,ast_pctile_pos,stl_pctile_pos,tov_pctile_pos,oreb_pctile_pos,dreb_pctile_pos,fg3_pctile_pos,ft_pctile_pos,threepar_pctile_pos,fta_rate_pctile_pos,usage_pos_avg,ts_pos_avg,efg_pos_avg,ast_pos_avg,stl_pos_avg,tov_pos_avg,oreb_pos_avg,dreb_pos_avg,fg3_pos_avg,ft_pos_avg,threepar_pos_avg,fta_rate_pos_avg,usage_pos_avg_pctile,ts_pos_avg_pctile,efg_pos_avg_pctile,ast_pos_avg_pctile,stl_pos_avg_pctile,tov_pos_avg_pctile,oreb_pos_avg_pctile,dreb_pos_avg_pctile,fg3_pos_avg_pctile,ft_pos_avg_pctile,threepar_pos_avg_pctile,fta_rate_pos_avg_pctile
2026,4433546,Makayla Timpson,Fever,F,https://a.espncdn.com/i/headshots/wnba/players/full/4433546.png,9,0,136,15.11,39,4.33,10.32,34,3.78,9,14,1.56,3.71,20,2.22,5.29,6,0.67,1.59,4,0.44,1.06,3,0.33,0.79,3,0.33,0.79,0.62,NA,0,0.64,0.42,0.62,0.63,0.11,0.07,0.09,0.13,0.19,0.04,0.84,0.87,0.18,0.21,0.11,0.84,0.55,NA,0.23,0.05,0.72,0.2,0.55,0.51,0.12,0.87,0.15,0.08,0.18,0.33,0.74,0.33,0.33,0.52,0.5,0.52,0.65,0.5,0.59,0.6,0.53,0.43,0.47,0.45,0.52
2026,4433630,Rickea Jackson,Sky,F,https://a.espncdn.com/i/headshots/wnba/players/full/4433630.png,4,4,118,29.5,72,18,21.97,19,4.75,5.8,4,1,1.22,15,3.75,4.58,8,2,2.44,1,0.25,0.31,7,1.75,2.14,8,2,2.44,0.4,0.29,0.35,0.82,0.37,0.45,0.52,0.29,0.13,0.1,0.04,0.14,0.99,0.36,0.22,0.71,0.09,0.23,0.18,0.27,0.33,0.74,0.53,0.64,0.2,0.55,0.51,0.12,0.87,0.15,0.08,0.18,0.33,0.74,0.33,0.33,0.52,0.5,0.52,0.65,0.5,0.59,0.6,0.53,0.43,0.47,0.45,0.52
2026,4433633,Kierstan Bell,Aces,F,https://a.espncdn.com/i/headshots/wnba/players/full/4433633.png,6,0,81,13.5,6,1,2.67,11,1.83,4.89,1,0.17,0.44,10,1.67,4.44,5,0.83,2.22,3,0.5,1.33,3,0.5,1.33,2,0.33,0.89,0.13,0.18,0.73,NA,0,0.2,0.2,0.09,0.07,0.12,0.01,0.13,0.02,0.01,0.01,0.25,0.22,0.3,0.04,0.18,0.14,NA,0.99,0.01,0.2,0.55,0.51,0.12,0.87,0.15,0.08,0.18,0.33,0.74,0.33,0.33,0.52,0.5,0.52,0.65,0.5,0.59,0.6,0.53,0.43,0.47,0.45,0.52
2026,4433634,Ashten Prechtel,Valkyries,F,https://a.espncdn.com/i/headshots/wnba/players/full/4433634.png,1,0,5,5,5,5,36,1,1,7.2,1,1,7.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.2,0.67,0.5,0.67,NA,0,0.83,0.83,0.35,0,0.25,0.22,0,1,1,1,0,0.01,0.94,1,0,0.95,NA,0.98,0.01,0.2,0.55,0.51,0.12,0.87,0.15,0.08,0.18,0.33,0.74,0.33,0.33,0.52,0.5,0.52,0.65,0.5,0.59,0.6,0.53,0.43,0.47,0.45,0.52
2026,4433635,Diamond Miller,Sun,F,https://a.espncdn.com/i/headshots/wnba/players/full/4433635.png,11,11,225,20.45,91,8.27,14.56,23,2.09,3.68,5,0.45,0.8,18,1.64,2.88,10,0.91,1.6,10,0.91,1.6,1,0.09,0.16,14,1.27,2.24,0.32,0.24,0.39,0.85,0.4,0.36,0.46,0.22,0.08,0.12,0.03,0.1,0.63,0.12,0.07,0.27,0.63,0.4,0.1,0.1,0.28,0.8,0.57,0.68,0.2,0.55,0.51,0.12,0.87,0.15,0.08,0.18,0.33,0.74,0.33,0.33,0.52,0.5,0.52,0.65,0.5,0.59,0.6,0.53,0.43,0.47,0.45,0.52
2026,4433643,Mackenzie Holmes,Storm,F,https://a.espncdn.com/i/headshots/wnba/players/full/4433643.png,11,0,175,15.91,53,4.82,10.9,54,4.91,11.11,16,1.45,3.29,38,3.45,7.82,9,0.82,1.85,10,0.91,2.06,5,0.45,1.03,9,0.82,1.85,0.56,0.57,0.19,0.82,0.31,0.61,0.65,0.13,0.1,0.18,0.11,0.25,0.09,0.88,0.84,0.4,0.65,0.72,0.75,0.85,0.99,0.75,0.32,0.52,0.2,0.55,0.51,0.12,0.87,0.15,0.08,0.18,0.33,0.74,0.33,0.33,0.52,0.5,0.52,0.65,0.5,0.59,0.6,0.53,0.43,0.47,0.45,0.52
2026,4433690,Holly Winterburn,Fire,G,https://a.espncdn.com/i/headshots/wnba/players/full/4433690.png,6,1,59,9.83,12,2,7.32,7,1.17,4.27,0,0,0,7,1.17,4.27,14,2.33,8.54,3,0.5,1.83,0,0,0,7,1.17,4.27,0.36,0,0.43,1,0.14,0.36,0.4,0.17,0.36,0.32,0,0.16,0.13,0.06,0.06,0.94,0.24,0.98,0.05,0.88,0.01,0.99,0.57,0.17,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,4433730,Paige Bueckers,Wings,G,https://a.espncdn.com/i/headshots/wnba/players/full/4433730.png,9,9,290,32.22,165,18.33,20.48,33,3.67,4.1,4,0.44,0.5,29,3.22,3.6,48,5.33,5.96,4,0.44,0.5,3,0.33,0.37,17,1.89,2.11,0.49,0.42,0.33,0.78,0.3,0.56,0.6,0.24,0.28,0.11,0.02,0.13,0.61,0.76,0.82,0.78,0.16,0.3,0.29,0.7,0.84,0.23,0.3,0.47,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,4433790,Azzi Fudd,Wings,G,https://a.espncdn.com/i/headshots/wnba/players/full/4433790.png,8,2,205,25.62,97,12.12,17.03,11,1.38,1.93,3,0.38,0.53,8,1,1.4,9,1.12,1.58,9,1.12,1.58,8,1,1.4,5,0.62,0.88,0.57,0.44,0.46,0.75,0.06,0.67,0.68,0.17,0.07,0.07,0.02,0.05,0.12,0.95,0.96,0.07,0.72,0.03,0.32,0.08,0.85,0.16,0.7,0.03,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,4433791,Olivia Miles,Lynx,G,https://a.espncdn.com/i/headshots/wnba/players/full/4433791.png,10,10,305,30.5,170,17,20.07,49,4.9,5.78,4,0.4,0.47,45,4.5,5.31,64,6.4,7.55,15,1.5,1.77,8,0.8,0.94,31,3.1,3.66,0.5,0.34,0.25,0.92,0.42,0.55,0.62,0.24,0.31,0.19,0.02,0.15,0.63,0.8,0.76,0.88,0.89,0.77,0.34,0.85,0.58,0.83,0.12,0.83,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,4433795,Sania Feagin,Sparks,F,https://a.espncdn.com/i/headshots/wnba/players/full/4433795.png,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,0,0.01,NA,0.01,0,NA,NA,NA,NA,0.2,0.55,0.51,0.12,0.87,0.15,0.08,0.18,0.33,0.74,0.33,0.33,0.52,0.5,0.52,0.65,0.5,0.59,0.6,0.53,0.43,0.47,0.45,0.52
2026,4433797,Raven Johnson,Fever,G,https://a.espncdn.com/i/headshots/wnba/players/full/4433797.png,9,0,129,14.33,44,4.89,12.28,20,2.22,5.58,3,0.33,0.84,17,1.89,4.74,13,1.44,3.63,4,0.44,1.12,3,0.33,0.84,12,1.33,3.35,0.44,0.28,0.46,0.83,0.15,0.5,0.53,0.18,0.16,0.22,0.03,0.17,0.3,0.36,0.54,0.47,0.17,0.93,0.62,0.9,0.26,0.49,0.72,0.19,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,4433807,Aziaha James,Wings,G,https://a.espncdn.com/i/headshots/wnba/players/full/4433807.png,9,0,103,11.44,60,6.67,20.97,21,2.33,7.34,7,0.78,2.45,14,1.56,4.89,9,1,3.15,9,1,3.15,3,0.33,1.05,5,0.56,1.75,0.39,0.35,0.31,0.86,0.26,0.44,0.5,0.28,0.15,0.08,0.08,0.17,0.82,0.3,0.3,0.37,0.6,0.04,0.97,0.91,0.59,0.68,0.27,0.35,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,4433815,Lucy Olsen,Mystics,G,https://a.espncdn.com/i/headshots/wnba/players/full/4433815.png,5,0,40,8,16,3.2,14.4,3,0.6,2.7,1,0.2,0.9,2,0.4,1.8,8,1.6,7.2,0,0,0,0,0,0,2,0.4,1.8,0.5,0.5,0.33,1,0.17,0.58,0.62,0.17,0.35,0.13,0.03,0.06,0.11,0.78,0.84,0.9,0.01,0.44,0.66,0.1,0.97,0.99,0.3,0.2,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,4434020,Teonni Key,Tempo,F,https://a.espncdn.com/i/headshots/wnba/players/full/4434020.png,10,1,112,11.2,27,2.7,8.68,23,2.3,7.39,11,1.1,3.54,12,1.2,3.86,3,0.3,0.96,3,0.3,0.96,6,0.6,1.93,7,0.7,2.25,0.43,0.33,0.39,0.5,0.35,0.5,0.51,0.13,0.04,0.21,0.12,0.14,0.1,0.34,0.51,0.1,0.11,0.83,0.79,0.22,0.45,0.05,0.58,0.59,0.2,0.55,0.51,0.12,0.87,0.15,0.08,0.18,0.33,0.74,0.33,0.33,0.52,0.5,0.52,0.65,0.5,0.59,0.6,0.53,0.43,0.47,0.45,0.52
2026,4565505,Kiki Rice,Tempo,G,https://a.espncdn.com/i/headshots/wnba/players/full/4565505.png,10,7,267,26.7,127,12.7,17.12,47,4.7,6.34,12,1.2,1.62,35,3.5,4.72,26,2.6,3.51,10,1,1.35,1,0.1,0.13,13,1.3,1.75,0.53,0.39,0.31,0.84,0.6,0.59,0.67,0.18,0.17,0.12,0.05,0.17,0.22,0.91,0.87,0.51,0.62,0.37,0.93,0.89,0.74,0.63,0.25,0.95,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,4583144,Cotie McMahon,Mystics,G,https://a.espncdn.com/i/headshots/wnba/players/full/4583144.png,6,3,105,17.5,35,5.83,12,10,1.67,3.43,3,0.5,1.03,7,1.17,2.4,10,1.67,3.43,4,0.67,1.37,2,0.33,0.69,7,1.17,2.4,0.43,0.44,0.32,0.58,0.43,0.5,0.53,0.17,0.16,0.17,0.04,0.08,0.15,0.34,0.55,0.46,0.37,0.66,0.74,0.22,0.89,0.03,0.27,0.87,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,4594786,Sydney Taylor,Sky,G,https://a.espncdn.com/i/headshots/wnba/players/full/4594786.png,7,0,104,14.86,70,10,24.23,8,1.14,2.77,3,0.43,1.04,5,0.71,1.73,10,1.43,3.46,6,0.86,2.08,1,0.14,0.35,7,1,2.42,0.35,0.21,0.6,0.8,0.31,0.42,0.47,0.34,0.2,0.09,0.03,0.05,1,0.25,0.21,0.53,0.5,0.08,0.62,0.09,0.11,0.26,0.85,0.52,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,4595823,Alex Fowler,Liberty,F,https://a.espncdn.com/i/headshots/wnba/players/full/4595823.png,2,0,32,16,12,6,13.5,0,0,0,0,0,0,0,0,0,1,0.5,1.12,1,0.5,1.12,0,0,0,3,1.5,3.38,0.4,0.29,0.7,1,0.2,0.5,0.55,0.2,0.05,0.22,0,0,0.49,0.48,0.51,0.12,0.23,0.85,0.01,0.01,0.34,0.98,0.98,0.21,0.2,0.55,0.51,0.12,0.87,0.15,0.08,0.18,0.33,0.74,0.33,0.33,0.52,0.5,0.52,0.65,0.5,0.59,0.6,0.53,0.43,0.47,0.45,0.52
2026,4595910,Haley Jones,Fire,G,https://a.espncdn.com/i/headshots/wnba/players/full/4595910.png,5,0,58,11.6,26,5.2,16.14,11,2.2,6.83,2,0.4,1.24,9,1.8,5.59,5,1,3.1,2,0.4,1.24,0,0,0,6,1.2,3.72,0.59,0,0.18,0.75,0.47,0.59,0.63,0.21,0.15,0.23,0.05,0.21,0.5,0.86,0.86,0.39,0.13,0.93,0.89,0.98,0.01,0.17,0.02,0.88,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,4596309,Liatu King,Lynx,F,https://a.espncdn.com/i/headshots/wnba/players/full/4596309.png,4,0,48,12,14,3.5,10.5,15,3.75,11.25,4,1,3,11,2.75,8.25,0,0,0,2,0.5,1.5,4,1,3,4,1,3,0.45,0.4,0.45,0.33,0.55,0.55,0.51,0.16,0,0.23,0.11,0.24,0.21,0.34,0.59,0.01,0.23,0.89,0.74,0.83,0.76,0.01,0.68,0.88,0.2,0.55,0.51,0.12,0.87,0.15,0.08,0.18,0.33,0.74,0.33,0.33,0.52,0.5,0.52,0.65,0.5,0.59,0.6,0.53,0.43,0.47,0.45,0.52
2026,4597509,Aaliyah Nye,Dream,G,https://a.espncdn.com/i/headshots/wnba/players/full/4597509.png,6,0,7,1.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17,5.14,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0.06,0.2,0,0,0,0,0,0,0.53,0.01,0,0.05,0,NA,NA,0,0,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,4609797,Ta'Niya Latson,Sparks,G,https://a.espncdn.com/i/headshots/wnba/players/full/4609797.png,6,0,25,4.17,10,1.67,14.4,3,0.5,4.32,1,0.17,1.44,2,0.33,2.88,1,0.17,1.44,0,0,0,0,0,0,4,0.67,5.76,0.4,0.33,0.6,0.83,1.2,0.5,0.65,0.2,0.06,0.34,0.05,0.1,0.45,0.89,0.55,0.02,0.01,0.99,0.92,0.49,0.56,0.49,0.85,1,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,4682797,Luisa Geiselsoder,Fire,C,https://a.espncdn.com/i/headshots/wnba/players/full/4682797.png,11,9,225,20.45,57,5.18,9.12,32,2.91,5.12,5,0.45,0.8,27,2.45,4.32,18,1.64,2.88,6,0.55,0.96,4,0.36,0.64,12,1.09,1.92,0.3,0.27,0.5,0.89,0.14,0.37,0.41,0.17,0.12,0.15,0.03,0.16,0.21,0.07,0.07,0.53,0.41,0.58,0.15,0.33,0.22,0.87,0.95,0.11,0.22,0.57,0.52,0.12,0.67,0.14,0.08,0.22,0.35,0.73,0.22,0.38,0.61,0.44,0.53,0.55,0.5,0.5,0.53,0.49,0.3,0.35,0.58,0.62
2026,4683006,Leonie Fiebich,Liberty,F,https://a.espncdn.com/i/headshots/wnba/players/full/4683006.png,3,3,89,29.67,26,8.67,10.52,4,1.33,1.62,3,1,1.21,1,0.33,0.4,6,2,2.43,3,1,1.21,0,0,0,8,2.67,3.24,0.47,0.44,0.53,1,0.35,0.59,0.66,0.14,0.1,0.29,0.05,0.01,0.16,0.91,0.81,0.51,0.71,0.96,0.3,0.02,0.83,0.98,0.78,0.59,0.2,0.55,0.51,0.12,0.87,0.15,0.08,0.18,0.33,0.74,0.33,0.33,0.52,0.5,0.52,0.65,0.5,0.59,0.6,0.53,0.43,0.47,0.45,0.52
2026,4684384,Aneesah Morrow,Sun,F,https://a.espncdn.com/i/headshots/wnba/players/full/4684384.png,11,5,279,25.36,140,12.73,18.06,114,10.36,14.71,33,3,4.26,81,7.36,10.45,14,1.27,1.81,9,0.82,1.16,6,0.55,0.77,24,2.18,3.1,0.43,0.29,0.33,0.62,0.26,0.48,0.5,0.25,0.1,0.15,0.14,0.37,0.84,0.31,0.39,0.45,0.48,0.58,0.88,1,0.37,0.19,0.48,0.42,0.2,0.55,0.51,0.12,0.87,0.15,0.08,0.18,0.33,0.74,0.33,0.33,0.52,0.5,0.52,0.65,0.5,0.59,0.6,0.53,0.43,0.47,0.45,0.52
2026,4698736,Flau'jae Johnson,Storm,G,https://a.espncdn.com/i/headshots/wnba/players/full/4698736.png,11,11,292,26.55,128,11.64,15.78,55,5,6.78,9,0.82,1.11,46,4.18,5.67,22,2,2.71,11,1,1.36,15,1.36,1.85,26,2.36,3.21,0.31,0.26,0.42,0.84,0.41,0.36,0.45,0.26,0.15,0.16,0.04,0.18,0.76,0.14,0.08,0.37,0.64,0.58,0.76,0.94,0.23,0.52,0.56,0.78,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,4703609,Charlisse Leger-Walker,Sun,G,https://a.espncdn.com/i/headshots/wnba/players/full/4703609.png,11,5,231,21,75,6.82,11.69,18,1.64,2.81,2,0.18,0.31,16,1.45,2.49,30,2.73,4.68,8,0.73,1.25,1,0.09,0.16,17,1.55,2.65,0.37,0.31,0.38,0.68,0.37,0.43,0.47,0.18,0.22,0.18,0.01,0.09,0.31,0.27,0.23,0.59,0.42,0.69,0.25,0.36,0.41,0.07,0.47,0.71,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,4703794,Sarah Ashlee Barker,Fire,G,https://a.espncdn.com/i/headshots/wnba/players/full/4703794.png,11,0,238,21.64,110,10,16.64,49,4.45,7.41,11,1,1.66,38,3.45,5.75,21,1.91,3.18,9,0.82,1.36,2,0.18,0.3,21,1.91,3.18,0.52,0.48,0.38,0.73,0.19,0.61,0.63,0.21,0.16,0.19,0.06,0.22,0.5,0.82,0.9,0.43,0.49,0.81,0.95,1,0.93,0.15,0.49,0.24,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,4704180,Georgia Amoore,Mystics,G,https://a.espncdn.com/i/headshots/wnba/players/full/4704180.png,8,8,186,23.25,47,5.88,9.1,9,1.12,1.74,1,0.12,0.19,8,1,1.55,30,3.75,5.81,3,0.38,0.58,2,0.25,0.39,19,2.38,3.68,0.27,0.24,0.69,0.93,0.29,0.35,0.43,0.18,0.25,0.26,0.01,0.05,0.18,0.08,0.06,0.72,0.11,0.98,0.14,0.07,0.14,0.88,0.93,0.44,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,4704594,Marta Suarez,Mercury,F,https://a.espncdn.com/i/headshots/wnba/players/full/4704594.png,2,0,19,9.5,6,3,11.37,4,2,7.58,0,0,0,4,2,7.58,0,0,0,1,0.5,1.89,0,0,0,0,0,0,0.5,0.5,1,NA,0,0.75,0.75,0.09,0,0,0,0.27,0.02,0.97,0.99,0.01,0.23,0,0.02,0.9,0.96,NA,1,0.01,0.2,0.55,0.51,0.12,0.87,0.15,0.08,0.18,0.33,0.74,0.33,0.33,0.52,0.5,0.52,0.65,0.5,0.59,0.6,0.53,0.43,0.47,0.45,0.52
2026,4790258,Raquel Carrera,Liberty,F,https://a.espncdn.com/i/headshots/wnba/players/full/4790258.png,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,18,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0.68,NA,0,0,0,NA,NA,1,0.01,NA,0.02,0.01,NA,NA,NA,NA,0.2,0.55,0.51,0.12,0.87,0.15,0.08,0.18,0.33,0.74,0.33,0.33,0.52,0.5,0.52,0.65,0.5,0.59,0.6,0.53,0.43,0.47,0.45,0.52
2026,4790264,Janelle Salaun,Valkyries,F,https://a.espncdn.com/i/headshots/wnba/players/full/4790264.png,10,0,230,23,142,14.2,22.23,38,3.8,5.95,9,0.9,1.41,29,2.9,4.54,14,1.4,2.19,8,0.8,1.25,2,0.2,0.31,6,0.6,0.94,0.42,0.4,0.61,0.74,0.28,0.55,0.58,0.25,0.11,0.05,0.04,0.16,0.77,0.6,0.62,0.62,0.45,0.05,0.28,0.34,0.82,0.49,0.96,0.49,0.2,0.55,0.51,0.12,0.87,0.15,0.08,0.18,0.33,0.74,0.33,0.33,0.52,0.5,0.52,0.65,0.5,0.59,0.6,0.53,0.43,0.47,0.45,0.52
2026,4790266,Awak Kuier,Wings,F,https://a.espncdn.com/i/headshots/wnba/players/full/4790266.png,8,0,110,13.75,53,6.62,17.35,24,3,7.85,4,0.5,1.31,20,2.5,6.55,7,0.88,2.29,5,0.62,1.64,7,0.88,2.29,6,0.75,1.96,0.65,0.54,0.5,0.75,0.62,0.79,0.8,0.16,0.1,0.15,0.04,0.23,0.21,1,1,0.41,0.31,0.64,0.25,0.8,0.98,0.51,0.77,0.98,0.2,0.55,0.51,0.12,0.87,0.15,0.08,0.18,0.33,0.74,0.33,0.33,0.52,0.5,0.52,0.65,0.5,0.59,0.6,0.53,0.43,0.47,0.45,0.52
2026,4858656,Gabriela Jaquez,Sky,G,https://a.espncdn.com/i/headshots/wnba/players/full/4858656.png,6,6,170,28.33,69,11.5,14.61,32,5.33,6.78,5,0.83,1.06,27,4.5,5.72,7,1.17,1.48,7,1.17,1.48,0,0,0,7,1.17,1.48,0.43,0.33,0.24,0.88,0.53,0.47,0.57,0.17,0.07,0.1,0.03,0.18,0.17,0.61,0.39,0.04,0.76,0.22,0.65,0.92,0.57,0.75,0.05,0.93,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,4873358,Antonia Delaere,Lynx,F,https://a.espncdn.com/i/headshots/wnba/players/full/4873358.png,10,0,135,13.5,29,2.9,7.73,5,0.5,1.33,1,0.1,0.27,4,0.4,1.07,15,1.5,4,2,0.2,0.53,0,0,0,4,0.4,1.07,0.48,0.5,0.57,1,0.14,0.62,0.65,0.09,0.14,0.15,0.01,0.03,0.01,0.89,0.88,0.72,0.07,0.61,0.03,0.03,0.97,0.99,0.84,0.11,0.2,0.55,0.51,0.12,0.87,0.15,0.08,0.18,0.33,0.74,0.33,0.33,0.52,0.5,0.52,0.65,0.5,0.59,0.6,0.53,0.43,0.47,0.45,0.52
2026,4873359,Kyara Linskens,Mercury,C,https://a.espncdn.com/i/headshots/wnba/players/full/4873359.png,9,0,98,10.89,38,4.22,13.96,22,2.44,8.08,8,0.89,2.94,14,1.56,5.14,5,0.56,1.84,7,0.78,2.57,6,0.67,2.2,4,0.44,1.47,0.43,0.33,0.5,0.78,0.3,0.52,0.56,0.17,0.09,0.11,0.09,0.18,0.29,0.42,0.51,0.3,0.6,0.28,0.65,0.37,0.28,0.59,0.98,0.28,0.22,0.57,0.52,0.12,0.67,0.14,0.08,0.22,0.35,0.73,0.22,0.38,0.61,0.44,0.53,0.55,0.5,0.5,0.53,0.49,0.3,0.35,0.58,0.62
2026,4874375,Jihyun Park,Sparks,F,https://a.espncdn.com/i/headshots/wnba/players/full/4874375.png,6,0,38,6.33,4,0.67,3.79,3,0.5,2.84,1,0.17,0.95,2,0.33,1.89,4,0.67,3.79,3,0.5,2.84,0,0,0,1,0.17,0.95,0.2,0,0.6,0.5,0.8,0.2,0.3,0.09,0.14,0.13,0.03,0.07,0.01,0.01,0.01,0.73,0.24,0.5,0.17,0.06,0.02,0.06,0.91,1,0.2,0.55,0.51,0.12,0.87,0.15,0.08,0.18,0.33,0.74,0.33,0.33,0.52,0.5,0.52,0.65,0.5,0.59,0.6,0.53,0.43,0.47,0.45,0.52
2026,4874475,Nikolina Milic,Tempo,F,https://a.espncdn.com/i/headshots/wnba/players/full/4874475.png,7,1,63,9,21,3,12,9,1.29,5.14,2,0.29,1.14,7,1,4,3,0.43,1.71,0,0,0,0,0,0,5,0.71,2.86,0.47,0,0.11,0.75,0.21,0.47,0.51,0.18,0.08,0.19,0.04,0.14,0.4,0.32,0.35,0.3,0.02,0.74,0.18,0.28,0.02,0.51,0.2,0.21,0.2,0.55,0.51,0.12,0.87,0.15,0.08,0.18,0.33,0.74,0.33,0.33,0.52,0.5,0.52,0.65,0.5,0.59,0.6,0.53,0.43,0.47,0.45,0.52
2026,4898384,Kiki Iriafen,Mystics,F,https://a.espncdn.com/i/headshots/wnba/players/full/4898384.png,8,8,222,27.75,120,15,19.46,84,10.5,13.62,23,2.88,3.73,61,7.62,9.89,12,1.5,1.95,5,0.62,0.81,3,0.38,0.49,14,1.75,2.27,0.54,0.36,0.14,0.67,0.52,0.57,0.6,0.23,0.1,0.12,0.13,0.32,0.67,0.74,0.75,0.52,0.33,0.43,0.83,0.95,0.48,0.3,0.26,0.85,0.2,0.55,0.51,0.12,0.87,0.15,0.08,0.18,0.33,0.74,0.33,0.33,0.52,0.5,0.52,0.65,0.5,0.59,0.6,0.53,0.43,0.47,0.45,0.52
2026,4898400,Taylor Thierry,Storm,F,https://a.espncdn.com/i/headshots/wnba/players/full/4898400.png,2,0,13,6.5,6,3,16.62,3,1.5,8.31,2,1,5.54,1,0.5,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.67,0.75,NA,0,0.75,0.75,0.14,0,0,0.18,0.09,0.16,0.97,0.99,0.01,0.02,0,0.97,0.07,1,NA,0.99,0.01,0.2,0.55,0.51,0.12,0.87,0.15,0.08,0.18,0.33,0.74,0.33,0.33,0.52,0.5,0.52,0.65,0.5,0.59,0.6,0.53,0.43,0.47,0.45,0.52
