season,athlete_id,player,team,position,pos_group,headshot_url,games_played,games_started,minutes_total,mpg,pts_total,ppg,pts_per_40,reb_total,rpg,reb_per_40,oreb_total,oreb_pg,oreb_per_40,dreb_total,dreb_pg,dreb_per_40,ast_total,apg,ast_per_40,stl_total,spg,stl_per_40,blk_total,bpg,blk_per_40,tov_total,tovpg,tov_per_40,fg_pct,fg3_pct,threepar,ft_pct,fta_rate,efg_pct,ts_pct,usage,ast_pct,tov_pct,oreb_pct,dreb_pct,usage_pctile_pos,ts_pctile_pos,efg_pctile_pos,ast_pctile_pos,stl_pctile_pos,tov_pctile_pos,oreb_pctile_pos,dreb_pctile_pos,fg3_pctile_pos,ft_pctile_pos,threepar_pctile_pos,fta_rate_pctile_pos,usage_pos_avg,ts_pos_avg,efg_pos_avg,ast_pos_avg,stl_pos_avg,tov_pos_avg,oreb_pos_avg,dreb_pos_avg,fg3_pos_avg,ft_pos_avg,threepar_pos_avg,fta_rate_pos_avg,usage_pos_avg_pctile,ts_pos_avg_pctile,efg_pos_avg_pctile,ast_pos_avg_pctile,stl_pos_avg_pctile,tov_pos_avg_pctile,oreb_pos_avg_pctile,dreb_pos_avg_pctile,fg3_pos_avg_pctile,ft_pos_avg_pctile,threepar_pos_avg_pctile,fta_rate_pos_avg_pctile
2026,5315117,Skylar Durley,Nevada,G,Guard,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5315117.png,31,31,996,32.13,367,11.84,14.74,186,6,7.47,38,1.23,1.53,148,4.77,5.94,71,2.29,2.85,28,0.9,1.12,7,0.23,0.28,110,3.55,4.42,0.4,0.1,0.08,0.7,0.28,0.41,0.45,0.27,0.18,0.21,0.05,0.19,0.84,0.28,0.22,0.66,0.53,0.82,0.78,0.96,0.02,0.31,0.03,0.61,0.22,0.48,0.45,0.15,0.94,0.17,0.04,0.13,0.31,0.74,0.42,0.25,0.51,0.47,0.48,0.55,0.57,0.52,0.64,0.52,0.48,0.42,0.6,0.57
2026,5315174,Kendall Mosley,San Diego St,G,Guard,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5315174.png,18,0,140,7.78,40,2.22,11.43,16,0.89,4.57,2,0.11,0.57,14,0.78,4,10,0.56,2.86,4,0.22,1.14,0,0,0,5,0.28,1.43,0.45,0.5,0.61,0,0.06,0.61,0.59,0.15,0.13,0.13,0.02,0.12,0.07,0.98,1,0.41,0.03,0.22,0.34,0.45,1,0,0.84,0.02,0.22,0.48,0.45,0.15,0.94,0.17,0.04,0.13,0.31,0.74,0.42,0.25,0.51,0.47,0.48,0.55,0.57,0.52,0.64,0.52,0.48,0.42,0.6,0.57
2026,5315175,Aubrey Cook,San Diego St,C,Center,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5315175.png,5,0,10,2,1,0.2,4,3,0.6,12,0,0,0,3,0.6,12,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.5,NA,NA,0.57,0.05,0,0,0,0.37,0,0.9,NA,0.02,0.02,0,0.02,1,NA,0.04,NA,NA,0.24,0.49,0.44,0.08,0.15,0.18,0.09,0.19,0.27,0.75,0.16,0.27,0.31,0.55,0.57,0.77,0.78,0.57,0.73,0.53,0.17,0.9,0.65,0.63
2026,5315186,Harisa Mehmedovic,San José St,F,Forward,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5315186.png,16,0,131,8.19,30,1.88,9.16,13,0.81,3.97,0,0,0,13,0.81,3.97,2,0.12,0.61,2,0.12,0.61,6,0.38,1.83,15,0.94,4.58,0.34,0.17,0.16,0.75,0.11,0.36,0.38,0.21,0.04,0.27,0,0.11,0.51,0.04,0.05,0.12,0.02,0.96,0.01,0.07,0.11,0.79,0.54,0.03,0.2,0.5,0.47,0.09,0.71,0.19,0.09,0.2,0.28,0.69,0.18,0.28,0.51,0.42,0.45,0.54,0.64,0.51,0.6,0.53,0.48,0.38,0.55,0.53
2026,5315187,Carla Fuster,San José St,G,Guard,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5315187.png,31,7,503,16.23,112,3.61,8.91,33,1.06,2.62,8,0.26,0.64,25,0.81,1.99,24,0.77,1.91,10,0.32,0.8,2,0.06,0.16,31,1,2.47,0.32,0.28,0.57,0.79,0.16,0.4,0.44,0.16,0.12,0.19,0.02,0.05,0.12,0.21,0.18,0.32,0.07,0.73,0.33,0.04,0.32,0.68,0.79,0.25,0.22,0.48,0.45,0.15,0.94,0.17,0.04,0.13,0.31,0.74,0.42,0.25,0.51,0.47,0.48,0.55,0.57,0.52,0.64,0.52,0.48,0.42,0.6,0.57
2026,5315188,Briannah McGee,San José St,G,Guard,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5315188.png,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,0.01,0,NA,NA,NA,NA,0.22,0.48,0.45,0.15,0.94,0.17,0.04,0.13,0.31,0.74,0.42,0.25,0.51,0.47,0.48,0.55,0.57,0.52,0.64,0.52,0.48,0.42,0.6,0.57
2026,5315189,Gabriela Pato,San José St,F,Forward,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5315189.png,32,11,485,15.16,138,4.31,11.38,107,3.34,8.82,36,1.12,2.97,71,2.22,5.86,9,0.28,0.74,9,0.28,0.74,40,1.25,3.3,16,0.5,1.32,0.37,0.38,0.29,0.79,0.5,0.42,0.5,0.16,0.05,0.1,0.09,0.16,0.19,0.44,0.22,0.24,0.19,0.06,0.51,0.24,0.93,0.87,0.83,0.99,0.2,0.5,0.47,0.09,0.71,0.19,0.09,0.2,0.28,0.69,0.18,0.28,0.51,0.42,0.45,0.54,0.64,0.51,0.6,0.53,0.48,0.38,0.55,0.53
2026,5315197,Hodaya Kabada,UNLV,G,Guard,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5315197.png,10,0,26,2.6,10,1,15.38,3,0.3,4.62,0,0,0,3,0.3,4.62,1,0.1,1.54,0,0,0,1,0.1,1.54,3,0.3,4.62,0.4,0.4,0.5,NA,0,0.5,0.5,0.26,0.08,0.23,0,0.13,0.79,0.61,0.82,0.13,0,0.89,0.01,0.59,0.94,NA,0.72,0,0.22,0.48,0.45,0.15,0.94,0.17,0.04,0.13,0.31,0.74,0.42,0.25,0.51,0.47,0.48,0.55,0.57,0.52,0.64,0.52,0.48,0.42,0.6,0.57
2026,5315198,Alexis Swillis,UNLV,C,Center,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5315198.png,9,0,30,3.33,10,1.11,13.33,10,1.11,13.33,4,0.44,5.33,6,0.67,8,0,0,0,0,0,0,2,0.22,2.67,0,0,0,0.5,NA,0,0.75,2,0.5,0.66,0.13,0,0,0.17,0.23,0.09,1,0.93,0.08,0.07,0.03,1,0.65,NA,0.88,0.48,1,0.24,0.49,0.44,0.08,0.15,0.18,0.09,0.19,0.27,0.75,0.16,0.27,0.31,0.55,0.57,0.77,0.78,0.57,0.73,0.53,0.17,0.9,0.65,0.63
2026,5315199,Ongolea Afu,UNLV,F,Forward,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5315199.png,10,0,36,3.6,2,0.2,2.22,9,0.9,10,6,0.6,6.67,3,0.3,3.33,2,0.2,2.22,1,0.1,1.11,0,0,0,5,0.5,5.56,0.17,0,0.17,0,0.33,0.17,0.15,0.17,0.09,0.42,0.21,0.1,0.26,0,0,0.53,0.01,1,0.99,0.01,0.04,0,0.54,0.66,0.2,0.5,0.47,0.09,0.71,0.19,0.09,0.2,0.28,0.69,0.18,0.28,0.51,0.42,0.45,0.54,0.64,0.51,0.6,0.53,0.48,0.38,0.55,0.53
